id,code,classification_code,label_de,label_fr,label_it,label_en
85ecc616-7224-44da-abf2-481f3acd1256,11101016,111,Betriebsleiter Landwirtschaft,Chef d'exploitation agricole,Dirigente agricolo,
442ff70b-6ee4-4abc-b6ab-6158eb4a710d,11101017,111,Landwirt-Obstbauer,Agriculteur-arboriculteur,Agricoltore frutticoltore,Farmer/fruit farmer
8103fd33-f666-4e54-9efd-df3f3eee6d1e,11101018,111,Landwirt-Rebbauer,Paysan-vigneron,Agricoltore vignaiolo,Farmer/winegrower
6e11df8c-0b8b-48c0-8707-1d1fc7782be1,11101019,111,Landwirt-G_rtner,Paysan-jardinier,Contadino giardiniere,Farmer/horticulturist
0dac99ec-702f-45af-999e-b67b7110ee59,11101020,111,Farmer,Fermier,Fattore,
ce04e255-2f73-4b4c-9e8b-66d6b350128b,11101021,111,Landwirt (F_higkeitspr�fung),Agriculteur (examen de capacit_),Agricoltore (esame di capacit�),
28830689-e6fb-4201-b359-e59aaec85f5c,11101022,111,"Bauer, eidg. FA","Paysan, brev. f_d. EP",Contadino APF,
c9ad0bf3-0993-465c-a787-7d3bcf2d1717,11101023,111,Meisterlandwirt,"Agriculteur, ma�tre","Agricoltore, maestro",
55d6c9c9-8cc0-450d-bebb-c36366a380c6,11101024,111,"Bauer, dipl.",Paysan dipl�m_,Massaio rurale dipl.,
4b5e2afb-1570-4afc-bf7f-f7b5a218cea4,11101025,111,"Bauer, dipl. HFP","Paysan, dipl. EPS","Contadino, dipl. EPS",
12c1c132-6aee-4633-a5bf-70e8264b5eb3,11101026,111,"Landwirt, Biolandbau","Agriculteur, agriculture biologique","Agricoltore, agricoltura biologica",
82b87086-06de-4914-9a22-0235d039575d,11101027,111,"Landwirt, eidg. FA","Agriculteur, brev. f_d. EP",Agricoltore APF,
c6456c1c-2f7b-41f1-b9ed-cfc9e921c761,11101028,111,Sentenbauer,Paysan de montagne/fromager d'alpage,Contadino di montagna/casaro alpigiano,
6fc8312e-5def-4783-925b-93e56b412f1d,11101029,111,"Fachmann der biologisch-dynamischen Landwirtschaft, eidg. FA","Sp_cialiste en agriculture biodynamique, brev. f_d. EP","Specialista in agricoltura biodinamica, APF",
fb3092f9-7ca3-49e5-84a6-56fe2d4cdced,11101030,111,Agrarpraktiker EBA,Agropraticien AFP,Addetto alle attivit� agricole CFP,
9fd20b97-ff73-4d89-9a90-4f773159e1dc,11101031,111,"Agrarpraktiker EBA, Landwirtschaft","Agropraticien AFP, agriculture","Addetto alle attivit� agricole CFP, agricoltura",
374ac413-7ad3-4dc2-b172-1bfeeb000a75,11101032,111,"B_uerlicher Haushaltleiter, eidg. FA","Responsable de m_nage agricole, brev. f_d. EP",Responsabile d'economia domestica rurale APF,
ba7dabaf-29f4-414a-abbb-6f75c6a5bdd0,11101033,111,Landwirt EFZ,Agriculteur CFC,Agricoltore AFC,
1c28fc7d-c67c-4202-af17-f534bc951fd1,11101034,111,"Meisterlandwirt, dipl. HFP","Ma�tre agriculteur, dipl. EPS","Maestro agricoltore, dipl. EPS",
bf773e3d-1823-42b7-93e4-de5718ce1d26,11101035,111,Demeter-Landwirt,Agriculteur Demeter,Agricoltore Demeter,
e0845f6f-3bb1-4f92-b81f-14df1dc74e70,11101036,111,"B_uerlicher Haushaltleiter, dipl. HFP","Responsable de m_nage agricole, dipl. EPS","Responsabile d'economia domestica rurale, dipl. EPS",
4941458d-ff36-412b-b8ed-94b81c39b70d,11101037,111,"Betriebsleiter Landwirtschaft, eidg. FA","Chef d'exploitation agricole, brev. f_d. EP",Responsabile di azienda agricola APF,
149191ee-c0c1-4a34-ad12-3949bad68b5c,11102001,111,Knecht,Gar�on de ferme,Garzone agricolo,Farm hand
83d44a1e-be2b-42aa-858f-2d08b8ed3492,11102002,111,Landwirtschaftlicher Dienstbote,Domestique agricole,Domestico agricolo,
a5a6fe95-92e9-4d11-97a4-40c8c9226625,11102003,111,Knecht,Servant de ferme,Ausiliario agricolo,Farm labourer
46f6d8fb-79f2-4bfb-a758-f79788d6a7ac,11102004,111,Fuhrknecht,Aide charretier,Aiuto carrettiere,
2bd388a3-ab39-4565-8a87-b4f81478c3e1,11102005,111,Stallknecht,Domestique d'_curie,Garzone di stalla,Stableboy
4b966f3e-4743-4405-a8c4-eb4bf6cd64b4,11102006,111,Landwirtschaftlicher Tagl_hner,Journalier agricole,Giornaliero agricolo,
d0b867cc-a0ab-4e6e-b83a-eb34d8df1ec0,11102007,111,Meisterknecht,Chef gar�on de ferme,Capobracciante,
014f3400-4c90-4f3b-8ce9-1be1bf2db8c8,11102008,111,Landarbeiter,Ouvrier agricole,Operaio agricolo,Farm worker
b6a4d460-2c79-4caa-a235-a221d33eeb95,11102009,111,Melker,Trayeur,Mungitore,Milker
3b36a4f4-9103-4697-a769-f3e96cd04325,11102010,111,Landwirtschaftlicher Angestellter,Employ_ agricole,Impiegato agricolo,Agricultural employee
de86f774-451d-4fe5-ae01-97bd874e6230,11102011,111,Landwirtschaftliche Hilfe,Aide agricole,Aiuto agricolo,Agricultural aid
cb424653-07b8-4007-bc70-4bcdfab47637,11102012,111,Karrer,Charretier,Carrettiere,
e4e7c2ef-263f-48a2-8b40-0002b134dd48,11102013,111,Hirt,P�tre,Pastore (pastori e guardiani di animali),Herdsman
1e844d42-07e4-446f-a044-fec4f0d9ca25,11102014,111,Alphirt,P�tre montagnard,Pastore alpigiano,
6e603490-1790-4ba8-949d-685bcc914806,11102015,111,Viehknecht,Vacher,Vaccaro,
13e02f6d-20fc-471e-9529-3ca226f5dc67,11102016,111,Viehknecht,Servant d'_curie,Stalliere,
fe76a2fb-95a4-4009-a76e-7df2c0d651ee,11102017,111,Landwirtschaftlicher Traktorf�hrer,Conducteur de tracteur agricole,Conducente di trattore agricolo,Tractor driver
22d764d1-09f7-4c93-8992-c6f4cd52d99f,11102018,111,Pfl�cker,Cueilleur,Raccoglitore,Picker
b42bc48b-ce8c-4076-a9cc-73b87ef3211c,11102019,111,Dienstknecht,Domestique de ferme,Aiuto domestico (settore agricolo),
b8b89d32-4530-471e-ab44-6cbcc4374cf7,11102020,111,Stallbursche,Gar�on d'_curie,Garzone di scuderia,Stable lad
0921516e-e52c-42d5-bcdd-78857e322df1,11102021,111,Feldarbeiter,Ouvrier agricole,Lavoratore agricolo,Agricultural labourer
91151a91-b6ac-4148-8d7f-380157e30e83,11102022,111,Hofarbeiter,Ouvrier agricole,Operaio di fattoria,
cc8312dd-f9e9-45d5-866d-bb1862dd62f6,11102023,111,Bauernknecht,Servant de ferme,Ausiliario agricolo,
6653c0c8-1d08-4dec-a3ac-8908c8e97d39,11103001,111,Gutsverwalter,Intendant d'un domaine,Amministratore di beni patrimoniali,Agricultural estate manager
0d8e3077-4737-40fc-a6c5-b30c82d5a235,11103002,111,Gutsbesitzer,Propri_taire d'un domaine,Proprietario terriero,Agricultural estate owner
a9332c1e-eaa1-41b9-a7e4-97427b20a09d,11103003,111,Besamungstechniker,Technicien en ins_mination artificielle,Tecnico per l'inseminazione artificiale,Artificial insemination technician
7e54084b-d7bd-4298-b6a1-cfc1b4e72bb7,11103004,111,Besamer,Ins_minateur,Addetto alla fecondazione artificiale,Artificial inseminator
fb50c974-d5d7-4c79-9a6f-253c992affb4,11103005,111,Agrotechniker/-ingenieur,Agrotechnicien/-ing_nieur,Agrotecnico ingegnere,Agricultural technician/engineer
6e663b95-4165-4c52-abf1-125c866e2f8a,11103006,111,Pflanzenschutztechniker,Technicien en protection des plantes,Tecnico della protezione delle piante,Plant protection technician
154b0d2a-1940-4cdb-aa17-8a263c0d798c,11103007,111,Landwirtschaftlicher Verwalter,Administrateur agricole,Amministratore agricolo,
1c2acbd2-5ffc-40d8-9ebf-befa107f3464,11103008,111,Heilkr_utersammler,Cueilleur de plantes m_dicinales,Raccoglitore di piante medicinali,Medicinal herb picker
0e27856e-1ccf-4985-b15e-94dd51d5c994,11103009,111,Mauser,Taupier,Cacciatopi,Mouse catcher
f180d2e0-0844-46d6-b795-4b970cb3b9f0,11103010,111,Landwirtschaftlicher Experte,Expert agricole,Esperto agricolo,Agricultural expert
a1e93e42-85e5-40bd-ba1b-c77c05fa6651,11103011,111,Drescher,Batteur (c_r_ales),Trebbiatore,Thresher
4bbf8ed0-631c-429c-9301-78fcc009f58b,11103012,111,Dreschmaschinenchauffeur,Conducteur de batteuse,Conducente di trebbiatrici,Threshing machine driver
52c5329a-63f7-4536-8d2d-7e29c9843c68,11103013,111,Landwirtschaftlicher Betriebsverwalter,Administrateur d'_conomie agricole,Amministratore d'azienda agricola,Manager of an agricultural holding
3cd12471-409e-452b-adff-cf72d26ac227,11103014,111,Landwirt f�r Spezialkulturen,Agriculteur en cultures sp_ciales,Agricoltore di colture speciali,
1733427c-7397-4631-8957-a83549937262,11103015,111,Landwirtschaftlicher Berater,Conseiller agricole,Consulente agricolo,Agricultural consultant
9670c6a6-3db7-45cd-a334-4c15de25932b,11103016,111,Viehinspektor,Inspecteur du b_tail,Ispettore di bestiame,Cattle inspector
9b22f079-b92b-4b4a-b4e7-0d4ea33d5750,11103017,111,Anbauleiter,Chef de culture,Capocoltivatore,Cultivation manager
65521e36-680f-431a-87cc-0af927d48365,11103018,111,Landwirtschaftlicher Assistent,Assistant agricole,Assistente agricolo,Agricultural assistant
eb585c95-e3e7-4b40-954c-e02df40699d1,11103019,111,Zuchtbuchf�hrer,Administrateur du registre de l'_levage,Amministratore del registro d'allevamento,Breeding book manager
357c4801-4a32-44d9-9fc6-2f837e5d17d2,11103020,111,Maulwurff_nger,Taupier,Cacciatalpe,Mole catcher
4de7a459-ce63-4b0d-9cb2-4f3c7da17330,11103021,111,Lischensammler,Ramasseur de lichens,Raccoglitore di licheni,
cc221802-2a10-4aeb-8671-9bcfddbb1ed2,11103022,111,�konomieverwalter,Administrateur agricole,Amministratore agricolo,
7f7dc001-1f29-49fc-8522-4e2cae0a4de3,11103023,111,Zuchtexperte,Inspecteur du b_tail,Esperto allevatore,Breeding expert
77977118-119d-4d2b-b2d8-939f2485ce7f,11103024,111,Drescharbeiter,Ouvrier batteur (c_r_ales),Trebbiatore,Threshing worker
101a83bf-0c14-4e9d-845c-58df32c8c069,11103025,111,Z�chtungsarbeiter,Ouvrier d'_levage,Operaio di allevamento,Breeding worker
a45a105e-be36-4e6f-8523-66528d9f8cdb,11103026,111,Melkbarkeitsexperte,Expert en mulsion,Esperto in mungitura,Milking expert
150e3178-23cb-4ae8-ad40-18749c746ab7,11103027,111,Melkberater,Conseiller en mulsion,Consulente in mungitura,Milking consultant
16769021-5a2b-42a2-a3a2-1f286bbb43c3,11103028,111,Pflanzenbauberater,Conseiller dans la culture des plantes,Consulente nella coltivazione delle piante,Plant cultivation consultant
2e4e54da-d76f-4261-9144-c09c70804bb8,11103029,111,Getreidespezialist,C_r_aliste,Specialista di cereali,Grain specialist
9682e092-8fdd-47bc-a025-7659345bdd3e,11103030,111,Anbauberater,Conseiller en culture agricole,Consulente in coltivazione,Cultivation consultant
14ac5008-f38d-4d1d-9f99-f49a19f432c6,11103031,111,D�ngerberater,Conseiller en engrais,Consulente in concime,Fertilizer consultant
317d5f42-bc21-450b-b48c-dd39a8b0373e,11103032,111,Pflanzenschutzberater,Conseiller en protection des plantes,Consulente in protezione delle piante,Plant protection consultant
78134790-bb28-468b-bb94-edfb63999e83,11103033,111,"Agrarpraktiker EBA, Spezialkulturen","Agropraticien AFP, cultures sp_ciales","Addetto alle attivit� agricole CFP, colture speciali",
2d3ba392-0611-4521-8359-67427d645f9f,11103034,111,"Berater im l_ndlichen Raum, dipl. HFP","Conseiller en milieu rural, dipl. EPS","Consulente rurale, dipl. EPS",
88527343-8817-491e-9c15-862b0cc25f28,11103035,111,Neophytenbek_mpfer,Sp_cialiste en lutte contre les n_ophytes,Specialista nella lotta contro le neofite,
40fe0333-3611-48e3-9fae-e8c8a353d212,11201001,112,Pomologe,Pomologue,Pomologo,Pomologist
86319c92-11ba-47e4-a8dc-b025d9e79b8b,11201002,112,Obstbautechniker,Technicien-arboriculteur,Tecnico in frutticoltura,Fruit growing technician
870be244-699e-4c9f-985e-bc65118d79da,11201003,112,Fr�chteanbauer,"Arboriculteur, cultures fruiti�res",Arboricoltore (frutticoltura),Fruit grower
ae9ba76a-d87b-4653-8341-89dfb0075a98,11201004,112,Obstbauberater,Conseiller arboricole,Consulente frutticoltore,Fruit growing consultant
181e3c58-ae50-4536-813a-ce39551194b7,11201005,112,Obstbaufachmann,Sp_cialiste en arboriculture,Esperto in frutticoltura,Fruit growing expert
1d3d3971-5a37-4a67-83c9-50b96fce0b72,11201006,112,Obstz�chter,Cultivateur de fruits,Frutticoltore,
d16d499f-a3af-4806-8f01-04e04156b499,11201007,112,Obstbauer mit Meisterdiplom HFP,"Arboriculteur, ma�tre EPS","Frutticoltore, maestro EPS",
f1045985-f5d9-430f-8d0a-286013d46c5e,11201008,112,Obst- und Weinbauer,Arboriculteur et viticulteur,Frutticoltore e viticoltore,Fruit and winegrower
a36a81be-8d6c-4f49-b49a-ab2054af4f26,11201009,112,Obstsortierer,Trieur de fruits,Cernitore di frutta,Fruit sorter
3b98e50a-c792-4d81-aa02-4c9c157fd0c9,11201010,112,Obstbauer,Arboriculteur,Frutticoltore,Fruit farmer
db15f287-9736-45b5-8327-f3bc398b1e52,11201011,112,Obstbaumpfleger,Arboriculteur (cultures fruiti�res),Addetto alla cura delle piante,Fruit tree pruner
95ef7556-dc5d-4637-bd3b-f8c3683c5e4c,11201012,112,Obstpfl�cker,Cueilleur de fruits,Coglitore di frutta,Fruit picker
5d726268-8e45-405b-a7ca-45627fa87a22,11201013,112,Obstbauinspektor,Inspecteur de culture fruiti�re,Ispettore in frutticoltura,Fruit growing inspector
48ab3f5c-e707-4bc8-a405-9ee42b049285,11201014,112,Obstbauermeister,"Arboriculteur, ma�tre","Frutticoltore, maestro",
d174b641-7fd3-4304-8e1e-6759a96aaa66,11201015,112,"Obstbauer, eidg. FA","Arboriculteur, brev. f_d. EP",Frutticoltore APF,
fb299c1a-cd7d-42e2-b3ac-1c79c6b58f12,11201016,112,Obst- und Rebbauer,Arboriculteur et viticulteur,Frutticoltore e viticoltore,
87c36bbd-ec73-47b9-92b0-224d2a015041,11201017,112,Obstproduzent,Producteur de fruits,Produttore di frutta,Fruit producer
84d7b748-6948-4e81-91b8-6b4c27d6f40a,11201018,112,Obstfachmann EFZ,Arboriculteur CFC,Frutticoltore AFC,
f89a35a6-421c-4bba-84cc-5ae6fc035f02,11201019,112,Obstbaumeister HFP,Ma�tre arboriculteur EPS,Maestro frutticoltore EPS,
2bfba64f-9c14-415f-8f33-721def765b83,11201020,112,"Betriebsleiter Obstbau, eidg. FA","Chef d'exploitation arboricole, brev. f_d. EP",Responsabile di azienda frutticola APF,
b9ab7407-d3d8-49f8-a88f-0a41025ba0a0,11202001,112,Winzer,Viticulteur,Viticoltore,Winegrower
206f8050-0c6d-442c-b584-f3e9e57e52b1,11202002,112,Weinbauer,Viticulteur,Viticoltore,
f007d943-eafd-47c2-ad1d-1906d188dae0,11202003,112,Rebbauer-Kellermeister,Vigneron-encaveur,Vignaiolo cantiniere,Winegrower-cellar master
ed96bc11-501c-4150-b211-05472e36e73b,11202004,112,"Rebbauer, P_chter","Viticulteur, fermier","Viticoltore, affittuario",Winegrower-tenant
07c9cd5b-efd6-4961-825b-d7a0675006af,11202005,112,Rebmeister,Chef vigneron,Maestro viticoltore,
fcb6a91e-6a93-4e45-bbec-f4b718d25fc0,11202006,112,Rebbau-Mitarbeiter,Collaborateur vigneron,Collaboratore vignaiolo,Winegrowing employee
7de29374-4856-46a4-b464-07a57b0878c7,11202007,112,Rebbaukommiss_r,Commissaire en viticulture,Commissario in viticoltura,
92cb3d22-19a4-4e5e-bf71-23e00f67b997,11202008,112,Winzer mit Meisterdiplom HFP,"Viticulteur, ma�tre EPS","Viticoltore, maestro EPS",
91055d22-64ee-45d8-9683-66fa6853ebcf,11202009,112,Rebarbeiter,Ouvrier vigneron,Operaio vignaiolo,Winegrowing labourer
9d3d7dfc-1c02-4245-8512-4ef451e4d4d5,11202010,112,Rebbauer,Vigneron,Viticoltore,
3d1f979d-5691-4a69-a68d-0dae6a105db4,11202011,112,Weinleser,Vendangeur,Vendemmiatore,Grape picker
75cffafd-7159-476e-b5d0-35a29b886a05,11202012,112,Weinbaugehilfe,Aide en viticulture,Aiuto viticoltore,Winegrowing assistant
969d0978-cb18-4c90-a010-5c66ca1aaa86,11202013,112,Winzermeister,"Viticulteur, ma�tre","Viticoltore, maestro",
1ef6c4d3-e38d-445b-bb28-66f6776b1ea2,11202014,112,"Winzer, eidg. FA","Viticulteur, brev. f_d. EP",Viticoltore APF,
54f2dbc8-f7f9-4c72-92f7-95c50711cf11,11202015,112,Rebmann,Viticulteur,Viticoltore,
d150bbc4-7422-4e7b-80fb-95236c6f1231,11202016,112,Rebveredler,Greffeur de vignes,Innestatore di viti,Vine grafter
feca996e-537f-4a7f-9949-8143a921ac9f,11202017,112,Winzer EFZ,Viticulteur CFC,Viticoltore AFC,
f4e4fd7c-0cc7-4574-8bba-c97a8898d50b,11202018,112,"Agrarpraktiker EBA, Weinbereitung","Agropraticien AFP, vinification","Addetto alle attivit� agricole CFP, vinificazione",
6a998648-c93f-4b17-b265-d4ed2aa82c3e,11202019,112,Winzermeister HFP,Ma�tre viticulteur EPS,Maestro viticoltore EPS,
7c02f7f9-c256-4e7e-8fab-ebb585e026d1,11202020,112,"Betriebsleiter Weinbau, eidg. FA","Chef d'exploitation viticole, brev. f_d. EP",Responsabile di azienda viticola APF,
96bf5131-c655-4683-ae7a-7efd3ce93511,11203001,112,Pilzz�chter,Champignonniste,Funghicoltore,Mushroom grower
83e67078-53b9-46a0-978e-42cd6e9b91ee,11203002,112,Gem�sebauer,Agriculteur-mara�cher,Agricoltore orticoltore,
45bce20f-918d-412a-be18-0456315103f8,11203003,112,Gem�sebauer mit Meisterdiplom HFP,Agriculteur-mara�cher EPS,Agricoltore orticoltore EPS,Qualified vegetable grower
d737bce7-6ca4-402e-b55a-7b3a5ec1c9d4,11203004,112,Tabakpflanzer,Planteur de tabac,Tabacchicoltore,Tobacco planter
94206cd4-da41-4907-8b2a-e4405e974ee6,11203005,112,Spargelz�chter,Cultivateur d'asperges,Coltivatore di asparagi,Asparagus grower
18676d94-cf2a-4af5-b62c-fe1c6ef461e9,11203006,112,Champignonpfl�cker,Ramasseur de champignons,Coltivatore di prataioli,Mushroom picker
c180ef0f-d5f4-4c78-8f9a-778fff997b17,11203007,112,Gem�seg_rtner mit Meisterdiplom HFP,"Mara�cher, ma�tre EPS","Orticoltore, maestro EPS",
1951ac79-5014-46d5-87dc-98d48429848f,11203008,112,Gem�seg_rtner,Jardinier-mara�cher,Giardiniere orticoltore,Horticulturist (vegetable grower)
a9cbf6da-7170-4a41-9d52-82253dc82fe2,11203009,111,Biobauer,Bioagriculteur,Bioagricoltore,Organic farmer
e594bd53-7140-4a97-ac3b-b2f469eff955,11203010,114,Bio-G_rtner,Jardinier-bio,Biogiardiniere,Organic gardener
1f60f2d3-8fc6-4592-a98d-949e3cf81bdd,11203011,112,Gem�sebauarbeiter,Ouvrier mara�cher,Operaio-orticoltore,Vegetable growing worker
72bfa8ee-77b5-4c2d-9da0-78b813bb3b92,11203012,112,Champignonz�chter,Champignonniste,Coltivatore di funghi,White mushroom grower
6ccd98fa-a223-43cf-b074-a861506b4ba8,11203013,112,Gem�seg_rtner,Mara�cher,Orticoltore,Vegetable gardener
f17fa22b-80bc-4884-b842-a2108ead6551,11203014,112,Gem�sebauermeister,"Agriculteur-mara�cher, ma�tre","Agricoltore orticoltore, maestro",
52be6fe2-1906-47e5-96dc-57290a582a64,11203015,112,Gem�seg_rtnermeister,"Mara�cher, ma�tre","Orticoltore, maestro",
9e5bfa16-b04f-45bc-8217-16f978a4607c,11203016,112,Gem�seg_rtnermeister HFP,"Mara�cher, ma�tre EPS","Orticoltore, maestro EPS",
6adc32ad-3d31-4133-8fe5-5fb44eec22fe,11203017,112,Obst- und Gem�sebauer,Arboriculteur et mara�cher,Frutticoltore e orticoltore,Fruit and vegetable farmer
95bf8711-ee10-4a10-b9d6-e3ca1afee2f0,11203018,112,Obst- und Gem�seg_rtner,Arboriculteur et mara�cher,Frutticoltore e orticoltore,Fruit and vegetable gardener
6c3cbc90-e0e9-4339-948b-068621c70d06,11203019,112,Biogem�seg_rtner,Jardinier de l_gumes bio,Coltivatore di ortaggi biologici,Organic vegetable grower
cf8272ca-5d3d-4042-a151-920df705e82c,11203020,112,Biogem�sebauer,Agriculteur mara�cher bio,Orticoltore di prodotti biologici,Organic vegetable farmer
5846bddf-1ba5-4c05-9c00-5e9e22fa1440,11203021,112,Gem�seproduzent,Producteur de l_gumes,Produttore di ortaggi,Vegetable producer
1e5b6b01-b562-4836-82a3-457f57d512d1,11203022,112,Gem�seg_rtner EFZ,Mara�cher CFC,Orticoltore AFC,
86846138-5488-4ed1-a1b1-3859c8a53b76,11203023,112,Hopfenanbauer,Houblonnier,Coltivatore di luppolo,
6599c5c9-e79b-476f-b021-ab026ac1b06e,11203024,112,"Betriebsleiter Gem�sebau, eidg. FA","Chef d'exploitation mara�ch�re, brev. f_d. EP",Responsabile di azienda orticola APF,
d5a5bb88-0643-41e7-96e7-03108f57dbdf,11301001,113,Pferdeknecht,Palefrenier (domestique d'_curie),Staffiere,Stable hand (horses)
f9c818c4-57d2-43d3-8358-08fba5e12476,11301002,113,Bereiter,Ecuyer,Cavallerizzo,Horse breaker
a8d18412-100c-4486-a497-90cf292bab83,11301003,113,Viehm_ster,Engraisseur du b_tail,Addetto all'ingrasso di bestiame,Cattle fattener
da4e6d04-6469-47fd-84ad-f125d9631866,11301004,113,Pferdepfleger,Palefrenier,Palafreniere,Horse groom
0e1f91e9-7022-4a6a-80b7-35b8a96301e6,11301005,113,Stallmeister,Chef d'_curie,Capostalliere,Equerry
2ae99302-7d17-4c42-929a-571f08636107,11301006,113,Z�chter,Eleveur,Allevatore,Breeder
cbe6a5e8-d0c1-47b5-9a0a-bf5d0720903e,11301007,113,Rindviehz�chter,Eleveur de b_tail bovin,Allevatore di bovini,Cattle breeder
8ad55d8a-9432-47d6-bb0c-c696a7ff5457,11301008,113,Pferdew_rter,Gardien de chevaux,Custode di cavalli,
3c965ead-9fe0-4f40-8df3-0f6638f300e7,11301009,113,Gest�tmeister,Chef d'un haras,Capostabilimento di allevamento di cavalli,Stud master
b2cc4b51-a8dd-48da-a28d-f0fa9f94c927,11301010,113,Grossviehz�chter,Eleveur de gros b_tail,Allevatore di bestiame grosso,Cattle and horse breeder
01419242-0a4a-47ba-9dfd-a333bca7ef2b,11301011,113,Pferdepensionsleiter,Chef d'une pension pour chevaux,Responsabile di pensione per cavalli,
f542dc5c-e398-402b-8ff1-a4f971eb9a8d,11301012,113,Landwirt-Pferdepfleger,Agriculteur-soigneur de chevaux,Agricoltore addetto alla cura dei cavalli,Farmer/horse groom
01ced91f-bf9e-4106-b36a-14550b6c51fb,11301013,113,Rindviehexperte,Expert en b_tail bovin,Esperto in bovini,Cattle expert
263ffbc6-2704-4fe8-a2e8-f377be00f4d5,11301014,113,Stallmeister,Ecuyer,Cavallerizzo scudiere,
03d7ee2d-be57-43ac-bea6-65b292c82193,11301015,113,Pferdez�chter,Eleveur de chevaux,Allevatore di cavalli,Horse breeder
86407431-d2d8-4be9-a881-e508fac83075,11301016,113,Remontenw_rter,Surveillant de haras,Custode di stazione di monta equina,
ea04db22-3298-4417-a965-86479426c782,11301017,113,Reitstallbesitzer,Propri_taire d'une _curie,Proprietario di scuderia,Riding stable owner
c76503f7-80d6-4935-8e53-a44c5bafbc91,11301018,113,Fahrer in Remontendepot,Conducteur dans un d_p�t de monte _quine,Conducente in stabilimento di monta equina,
e4889604-9278-4ab3-83c8-7f8d599bc9d0,11301019,113,Reiter,Ecuyer,Cavallerizzo,Equestrian
36646539-e6ad-477b-b14b-7b080d2f1237,11301020,113,"Bereiter, eidg. FA","Ecuyer, brev. f_d. EP",Cavallerizzo APF,
93b32c76-1a82-46e7-a40d-4554895f2dd9,11301021,113,Viehz�chter,Eleveur de b_tail,Allevatore di bestiame,Stock breeder
dd7e39f1-165b-4376-b449-ca9147c8d824,11301022,113,Reitzentrumsangestellter,Employ_ de centre _questre,Impiegato di centro equestre,Equestrian centre employee
8dc4172b-28b6-48ea-9c60-c2e9c5eac4e7,11301023,113,Pferdewirt,Eleveur de chevaux,Allevatore di cavalli,
5f15b935-3085-4590-a951-5e9d2ccdf9fe,11301024,113,Pferdefachmann EFZ,Professionnel du cheval CFC,Professionista del cavallo AFC,Certified equine specialist
b23b04b9-fe53-48cd-8cc6-b32097a3483b,11301025,113,Pferdewart EBA,Gardien de chevaux AFP,Custode di cavalli CFP,Certified groom
085922b2-89a9-4e63-98ef-794b2ba3594c,11301026,113,"Pferdefachmann EFZ, Pferdepflege","Professionnel du cheval CFC, soins aux chevaux","Professionista del cavallo AFC, cure",
109fa471-52fb-40d5-b49f-8c896a8088f1,11301027,113,"Pferdefachmann EFZ, klassisches Reiten","Professionnel du cheval CFC, monte � cheval classique","Professionista del cavallo AFC, monta classica",
d0a254bf-8596-45c9-ab82-43e40a320e53,11301028,113,"Pferdefachmann EFZ, Westernreiten","Professionnel du cheval CFC, monte � cheval western","Professionista del cavallo AFC, monta western",
c0affed7-fc8d-4267-a786-b69f5119ae1d,11301029,113,"Pferdefachmann EFZ, Gangpferdereiten","Professionnel du cheval CFC, chevaux d'allures","Professionista del cavallo AFC, cavalli d'andatura",
231dbc03-456e-4446-b633-3031ca335497,11301030,113,"Pferdefachmann EFZ, Pferderennsport","Professionnel du cheval CFC, sport de course","Professionista del cavallo AFC, corse",
d40ce355-8504-44cc-b21c-17f449f0d663,11301031,113,Alpakaz�chter,Eleveur d'alpagas,Allevatore d'alpaca,
