id,code,email,phone,fax,show_contact_details_to_public
"83f49110-5670-4473-86ea-d01b3d25bb12","VSP10","ravoberwallis@admin.vs.ch","+41276069450","+41276069454","FALSE"
"d66d6f70-d104-41e0-ac19-e1cf4bd68ef4","ZGA10",,"+41417285520","+41417285529","FALSE"
"a3bd9eea-0e53-478e-84b6-94994f2c5fb4","ZGA40","info@rav.zg.ch","+41417282588","+41417282599","TRUE"
"2bc6d2d2-a703-482d-ae94-dbb1268939a7","ZHAA0","hotline.ravopfikon@vd.zh.ch","+41432596420","+41432596458","FALSE"
"f5fb8725-9dd1-4bdb-ae30-cd73d427e140","ZHAC0","hotline.ravwinterthur@vd.zh.ch","+41432596700","+41432596701","FALSE"
"c3ea352c-04b9-4f36-8e7d-1e868b08907c","ZHAE0","hotline.ravfehraltorf@vd.zh.ch","+41432596666","+41432596699","FALSE"
"162fc25e-9eef-4beb-9f59-5f1f71a89988","ZHAF0","hotline.ravuster@vd.zh.ch","+41432584343","+41432584344","FALSE"
"ca6301d2-d313-4a18-8923-53e549dd6f5c","ZHAG0","hotline.ravrueti@vd.zh.ch","+41432596200","+41432596201","FALSE"
"b31c0e08-8826-426a-a16e-96d03a38615a","ZHAH0","hotline.ravbuelach@vd.zh.ch","+41432596300","+41432596301","FALSE"
"94b9a199-f903-44a3-9318-295c3b334b36","ZHAI0","hotline.ravmeilen@vd.zh.ch","+41432596500","+41432596501","FALSE"
"f3e35bf7-1775-4ec3-b609-6502881cf0e1","ZHAJ0","hotline.ravthalwil@vd.zh.ch","+41432584360","+41432584361","FALSE"
"c19cf2a9-c207-4b1b-8d3d-5e7dea95ad58","ZHAL0","hotline.ravdietikon@vd.zh.ch","+41432584444","+41432584445","FALSE"
"0284ed5d-03d8-4291-a1a4-ae4627107eca","ZHAM0","hotline.ravregensdorf@vd.zh.ch","+41432596262","+41432596282","FALSE"
"b9ca79b7-47b3-41ff-b654-cca1451ff14e","ZHAN0","hotline.ravhardturmstrasse@vd.zh.ch","+41432596363","+41432596364","FALSE"
"e03a0cb3-7872-45aa-93a8-9db770b4a765","ZHAP0","hotline.ravstaffelstrasse@vd.zh.ch","+41432584200","+41432584201","FALSE"
"422fa269-2b9f-44d3-aa97-27583f4ebc83","ZHAV0","hotline.ravbadenerstrasse@vd.zh.ch","+41432584545","+41432584549","FALSE"
"716d9714-1af7-41eb-9649-7b5372251c05","ZHAW0","hotline.raveggbuehlstrasse@vd.zh.ch","+41432584550","+41432584599","FALSE"
"b6068b5b-a1ad-4d03-8e4d-4244dccab782","ZHAX0","hotline.ravlagerstrasse@vd.zh.ch","+41432596565","+41432596599","FALSE"
"cb461981-abca-4edd-8775-584f992a8220","ZHA10","bruno.sauter@vd.zh.ch","+41432592626","+41432595104","FALSE"
"c0915a77-6667-4119-9e69-9a5f1f6e9a0e","ZHA70","hotline.ravnansenstrasse@vd.zh.ch","+41432599000","+41432599070","FALSE"
"edb3a289-a531-43a0-8e3d-c782ae7a6362","CHA20","hotline.avam@seco.admin.ch","+41584622835","+41584622983","FALSE"
"086e08dd-5221-4f6c-aa01-c1d9ce6d1baf","FRA10","SPE@fr.ch","+41263059677","+41263059599","FALSE"
"b359de92-ea94-4acb-8168-8bf8b62bdbd1","FRA30","spe@fr.ch","+41263059605","+41263059596","FALSE"
"0676cf45-bffb-447f-b205-264efc7188d1","FRF40","ore@fr.ch","+41263059618","+41263059567","FALSE"
"411421ad-c904-4559-a7da-87e13b2930e4","FRL10","orf@fr.ch","+41263059606","+41263059589","FALSE"
"5ba20a00-5e29-4f29-a98c-c6a8a4de9a26","AGAA0","rav.zofingen@ag.ch","+41627450580","+41627450575","FALSE"
"235143e0-bb5a-4811-ad68-e9247121e15d","AGAF0",,"+41628351680",,"FALSE"
"16772234-356d-44f4-8d6a-41f35d443655","AGAG0",,"+41628351860",,"FALSE"
"c18eab23-617f-4ee5-adf8-c3ddd98eb8a5","AGA10","urs.keller@ag.ch","+41628351680","+41628351729","FALSE"
"4ff93c21-6945-4410-b2b8-b8652de4ae41","AGA20",,"+41628351680","+41628351729","FALSE"
"8f8f5284-7683-4a8a-b4d7-03f9d41a61f7","AGA30","rav.suhr@ag.ch","+41628550202","+41628550200","FALSE"
"4c1d7dda-eae4-44db-ac90-6f308340fb27","AGA40","rav.baden@ag.ch","+41562000101","+41562000100","FALSE"
"dc1f2a82-bef2-4dd0-a070-2a2c7921fc43","AGA70","rav.brugg@ag.ch","+41564609040","+41564609048","FALSE"
"96ad3db2-d755-4a7b-8612-2e672f75d159","AGA80","rav.wohlen@ag.ch","+41566195080","+41566195088","FALSE"
"27e7f669-e892-4d49-95b9-a82b206924ba","AGA90","rav.rheinfelden@ag.ch","+41618369444","+41618369448","FALSE"
"a88f032f-6413-4c52-8c5d-4d1f52cabed1","AIA10",,"+41717889621","+41717889629","FALSE"
"d14499e8-f483-4d83-a4c6-a2cff4a0cc81","AIA20","info@rav.ai.ch","+41717881850","+41717881840","FALSE"
"cc806127-ecf9-4bc7-b527-c71f00f52706","ARA10","chk59tn8@ibmmail.com","+41713536111","+41713536369","FALSE"
"ab4502e8-ab41-4a73-a664-6db8b720795e","ARA20","rav.herisau@ar.ch","+41713536360","+41713536364","FALSE"
"8bf405fc-c073-4067-a168-5c78d1b0bfe6","BEAA0","rav.guemligen@vol.be.ch","+41316360231",,"FALSE"
"df212015-9537-4a27-9cb1-359606cdf43e","BEAB0","rav.zollikofen@vol.be.ch","+41316360800",,"FALSE"
"405cef2d-8e55-4b8e-8f52-bec2f0a26a47","BEAD0","info.ams@vol.be.ch","+41316353780",,"FALSE"
"169cd8bb-5efe-49b3-879b-2bdeb46129ba","BEAE0","rav.interlaken@vol.be.ch","+41316362001",,"FALSE"
"a70f6156-d91a-412d-85f5-440914e34b6e","BEAF0","info.ams@vol.be.ch","+41316353780",,"FALSE"
"4634512d-e3de-4696-8094-6f155d59339c","BEAG0","info.ams@vol.be.ch","+41316353780",,"FALSE"
"d25a7578-0264-485a-858e-69c0cc30c9e0","BEAI0","rav.spiez@vol.be.ch","+41316360320",,"FALSE"
"b33b7501-cfdf-4292-8f80-280d6cda650f","BEAP0","rav.lyss@vol.be.ch","+41316360470",,"FALSE"
"026abbb4-c708-46e2-9d9e-b50feba7f915","BEAQ0","rav.buempliz-bethlehem@vol.be.ch","+41316360290",,"FALSE"
"cb529787-2482-46db-a4ce-03b23dbcf7ae","BEAV0","info.ams@vol.be.ch","+41316353780",,"FALSE"
"81eb7e6f-6ee3-4652-9c24-bc38a743e09f","BEAW0","rav.bernwest@vol.be.ch","+41316360340",,"FALSE"
"84c72059-e008-478a-9d7b-b8be7cc1bba6","BEAX0","rav.bernzentrum@vol.be.ch","+41316360262",,"FALSE"
"68111deb-485e-46ea-8428-f601e5fce6d7","BEA10","info.rav@vol.be.ch","+41316335689",,"FALSE"
"a421eff1-3eaa-444c-a9b3-91f4ad7213e7","BEA40","rav.biel@vol.be.ch","+41316353530",,"FALSE"
"e4efbc36-5f6e-46ca-b105-0b79722ccbb2","BEA70","rav.burgdorf@vol.be.ch","+41316361322",,"FALSE"
"da6f6d37-1a2e-4f32-8c2b-467d5de439a6","BEA80","rav.langenthal@vol.be.ch","+41316361300",,"FALSE"
"2baae146-f482-44f5-bdc4-20e86381cabb","BEA90","rav.thun@vol.be.ch","+41316363460",,"FALSE"
"2df9fd6e-f7f9-43d8-b7c4-e7fe7225a530","BEB80",,"+41313216412","+41313217790","FALSE"
"0870687d-e3c6-467d-a603-acfb2c232801","BLAB0","rav.muenchenstein@bl.ch","+41615520540","+41615520541","FALSE"
"05de8799-d34e-4230-be11-48b162600eda","BLAC0","rav.oberwil@bl.ch","+41615520580","+41615520581","FALSE"
"c24f6f67-beb7-44cb-86ed-dc8ca8500689","BLAD0","rav.laufen@bl.ch","+41615520620","+41615520621","FALSE"
"0531a9e6-12b6-4530-a6d2-7f1895f2c481","BLAE0","rav.gelterkinden@bl.ch","+41615520660","+41615520661","FALSE"
"71bfc05a-2df4-45c3-8e7b-cf90f07204f2","BLAF0","rav.liestal@bl.ch","+41615520700","+41615520701","FALSE"
"a446ce69-b7ff-43c8-8f5a-44110adcd69b","BLA10","thomas.keller@bl.ch","+41615527777","+41615527700","FALSE"
"58a27490-bdb1-4fa7-bbd6-828e1c543235","BLA50","rav.pratteln@bl.ch","+41615520500","+41615520501","FALSE"
"e66ee50d-7c37-4ebb-be1d-0de2923c2965","BSA10","alessandro.tani@bs.ch","+41612678826",,"FALSE"
"a28b8cbd-02be-40c3-9f33-5d9824b6c801","BSA20","alessandro.tani@bs.ch","+41612678826","+41612675164","FALSE"
"b3eca8be-d1d4-4ab6-97ea-86546c79ed86","BSA30","beat.lippuner@bs.ch","+41612675013","+41612675080","FALSE"
"45127730-5a98-495e-844d-261a4c3f5dce","BSA40","detlef.zipperer@bs.ch","+41612676707","+41612679939","FALSE"
"38cdb282-caf2-4581-8af4-be32f25346c5","BSA60","andreas.bammatter@bs.ch","+41612675179","+41612675077","FALSE"
"8f3a1204-5aae-4d84-84f4-69fb6460c187","BSA70","loredana.fuso@bs.ch","+41612675006","+41612675080","FALSE"
"5ae2bb35-38ea-48e4-9085-0f9608a686ef","BSA80","jobroom.rav@bs.ch","+41612675033","+41612675052","FALSE"
"edbb7946-d30e-47cb-bf7c-9b736a206921","BSA90","girolamo.pecoraro@bs.ch","+41612675003","+41612675080","FALSE"
"986fc68d-0a8d-40dd-91e3-d0defd493286","CHA30","swiss.emigration@bfm.admin.ch","+41313224202",,"FALSE"
"072be483-abcf-43ec-9a92-9c789358a776","CHB30",,"+41313222816","+41313122983","FALSE"
"087caea6-f269-4692-bdd6-4edd5fb9a547","CHB60","werner.tanner@seco.admin.ch","+41584806273",,"FALSE"
"2a0befcc-8b56-41c6-b323-d759472218f3","CHEF0",,"+41313223297","+41313223179","FALSE"
"45022b79-ba55-4533-ab60-ac971949d909","CHEG0",,"+41313228041","+41313227901","FALSE"
"63cdf15a-3094-47d1-9b75-b868dc32f690","CHEI0",,"+41313224836","+41313258023","FALSE"
"0f6a7feb-1bbc-4f21-bcc7-3c4118c6d357","CHEJ0","kurt.zuppinger@gs-efd.admin.ch","+41313233995","+41313226187","FALSE"
"43ec80c4-b9d8-493b-8a3b-3d8680503937","CHEL0","kurt.durrer@gs-evd.admin.ch","+41313222023","+41313222096","FALSE"
"e19e09f8-6fe9-4535-ab98-4d9166a9aac5","CHEM0","dora.wettstein@blw.admin.ch","+41313222583","+41313222634","FALSE"
"d7b8f3c3-ce3f-41a5-904b-06cd045d4dec","CHEN0","Rene.Brunner@gs-uvek.admin.ch","+41313226298","+41313227806","FALSE"
"66141ae8-eba4-4520-8498-d50448af0fd1","CHEO0","jurg.leuenberger@bk.admin.ch","+41313223722","+41313223895","FALSE"
"a9d57dd1-0153-4bf2-9a43-f37c4f4bd80e","CHET0",,"+4131",,"FALSE"
"2b29b94d-f17e-4298-ade5-0291487572d3","CHS10",,"+41327136010","+41327136011","FALSE"
"c46c732e-4070-45aa-9d34-6b7b57278e3e","CHW10",,"+41313222172","+41313222057","FALSE"
"92a850ea-210c-4620-8b3a-bddb3b2a86bb","CHZ10",,"+41313222472",,"FALSE"
"adaebb2f-ff46-4a66-8534-fb9ac72e3c39","FRF10","ort@fr.ch","+41263059615","+41263059569","FALSE"
"7ede1fee-22c2-4ae0-aece-891672daf1df","FRF30","orm@fr.ch","+41263059617","+41263059568","FALSE"
"ac2c796a-03c0-4918-aec1-7f02c896b87a","GLA10","heinz.martinelli@gl.ch","+41556466626","+41556466628","FALSE"
"c1f749b8-c331-4590-a9c8-9d31b004c0a5","GLA20","rav.sekretariat@gl.ch","+41556466670","+41556466679","FALSE"
"10ec523e-dcdf-4869-b878-5da08107e194","GRA10",,"+41812572345","+41812572173","FALSE"
"ab1c7568-7384-468b-9d81-8cc86d97c9ee","GRA20",,"+41812573063","+41812572024","FALSE"
"ca4dedf9-8da4-4688-afbb-93472b0d6100","GRD10","info.ravchur@kiga.gr.ch","+41812573113","+41812572023","TRUE"
"3b99a7c8-9d38-4ad0-8052-203e19657063","GRE10","info.ravthusis@kiga.gr.ch","+41812575330","+41812575339","TRUE"
"d0e7be8f-7a2c-4935-9032-d992864d6cb1","GRF10","info.ravilanz@kiga.gr.ch","+41812576214","+41812576219","TRUE"
"c9a5d8bc-b09d-4d4b-86de-38fad2193f5e","GRH10","info.ravdavos@kiga.gr.ch","+41812576320","+41812576326","TRUE"
"b0b33183-e3d3-4bd6-91f7-9d6c4e28577a","GRI10","info.ravsamedan@kiga.gr.ch","+41812574920","+41812574929","TRUE"
"962493ef-b5a2-44f6-bc11-c5cb408edfe0","LUA10","wira@lu.ch","+41412286888","+41412286935","FALSE"
"d583a835-9cb6-4a73-af1e-c24d55d0b398","LUA20","arbeitsmarktliche.angebote@lu.ch","+41412283280","+41412283290","FALSE"
"3836aa7a-832f-4ec9-82c0-dbee9fff3168","LUA40","rav-emmen@lu.ch","+41412283200","+41412283201","TRUE"
"2a825c0d-b99f-4077-b8af-cf33429ed782","LUA50","rav-luzern@lu.ch","+41412283747","+41412283748","TRUE"
"565531d9-2552-48a2-987f-f175338ed8f8","LUA60","rav-pilatus@lu.ch","+41412284360","+41412284398","TRUE"
"6c2d00f7-b8b8-4b36-9d6a-e28fc0957ac7","LUA70","rav-sursee@lu.ch","+41412283700","+41412283701","TRUE"
"7d841110-aab1-455a-9d65-7f7ea89936ad","LUA80","rav-wolhusen@lu.ch","+41412283800","+41412283801","TRUE"
"32d30aa1-7906-42eb-ae39-a60ccfeff089","LUA90","bjb@lu.ch","+41412283200","+41412283202","TRUE"
"8dfd8e2c-74e6-45a5-bfc8-2df7fac304e4","NWA10",,"+41416187652","+41416187658","FALSE"
"22ff5c6c-47ed-4683-9f3d-908e63242624","NWA20","info@ravownw.ch","+41416325626","+41416325627","FALSE"
"1c4dbc3a-0fb9-4cc4-9a14-e7c984abb80f","OWA10","amtfuerarbeit@ow.ch","+41416666333","+41416601149","FALSE"
"99e2b02e-d773-4913-8486-74070617cf60","OWA20","info@ravownw.ch","+41416325626","+41416325627","FALSE"
"b5f19c3f-4f61-4ee0-be24-8dd9a3e11bf2","FRL30",,"+41264020474","+41264020406","FALSE"
"83eb24a1-f203-42c0-ac44-eafab57f1efa","FRL60","Officedutravail@ville-fr.ch","+41263517640","+41263517609","FALSE"
"a8b876d3-fac3-419c-9878-67323ac25fa4","FRM10","orb@fr.ch","+41263059610","+41263059579","FALSE"
"2dc4548e-ab7a-4862-9cd6-f586821df84f","FRM30","orc@fr.ch","+41263059612","+41263059578","FALSE"
"21cf93db-c4f2-4f61-ad8a-592d4c8ecc89","FRM40","orr@fr.ch","+41263059613","+41263059577","FALSE"
"cd6480cc-1532-4ab9-89c9-12ea4561688b","GEAG0","info.oce@etat.ge.ch","+41223882758","+41225469700","FALSE"
"7cf93e58-f8c0-4715-af50-45d3f42be443","GEAJ0","caroll.singarella@etat.ge.ch","+41225463761","+41225469700","FALSE"
"afa2f430-4744-4da5-bb48-4622474fdd42","GEAM0","laurence.crastan-evrard@etat.ge.ch","+41225463650","+41225469699","FALSE"
"ebfd7fd8-055e-4952-b130-dafa97d707b9","GEA10","veronique.mudry-surdez@etat.ge.ch","+41225463680","+41225469701","FALSE"
"db87f2bf-19ba-4613-9460-054b04a09c8b","GEA40","patrick.jeanbourquin@etat.ge.ch","+41225463666","+41225469700","TRUE"
"81bd9ad3-cb27-4a8a-aa9d-d695d66f0f7e","GEA50","dominique.ansermet@etat.ge.ch","+41225463666","+41225469700","TRUE"
"dd427f75-637d-4926-961b-b638c5d7ef57","GEA60","carlos.roch@etat.ge.ch","+41225463666","+41225469700","TRUE"
"bfa265be-e328-4fd5-8afc-4bdd70d7bbec","GEA70","dominique.borgeat@etat.ge.ch","+41225463666","+41225469700","TRUE"
"81c83773-6c2f-43e7-9462-11b280f1de9a","JUA10",,"+41324205230","+41324205231","FALSE"
"25ba5734-684b-4c27-a895-e6bf8118319e","JUA20","orp.delemont@jura.ch","+41324208830","+41324208831","FALSE"
"768f2947-e96b-4ce0-800d-a37cb08302fb","JUA30","orp.porrentruy@jura.ch","+41324203940","+41324203941","FALSE"
"04f79ed4-fc4f-4e2d-82af-dbe07a3951dd","JUA40","orp.saignelegier@jura.ch","+41324204730","+41324204731","FALSE"
"a275c754-9066-4259-8147-56e749be1624","JUA80",,"+41324273590",,"FALSE"
"e543e74d-f7c8-4a7c-8db6-424399a75d0e","NEAC0","lmmt@ne.ch","+41328896816","+41328896131","FALSE"
"39f571be-0a1b-49a9-8370-36eb68d08828","NEA10","service.emploi@ne.ch","+41328896812","+41328896081","FALSE"
"98c4e864-e700-457e-b14c-7a3ab557b878","NEA20","orpcdf@ne.ch","+41328896813","+41328896271","FALSE"
"93313b63-529c-440f-8ade-d969e48d17ab","NEA30","orpneu@ne.ch","+41328896818","+41328896057","FALSE"
"fe95f8cb-271e-44d7-919b-ccc479c27e58","NEA40","OJSU@ne.ch","+41328896814","+41328896272","FALSE"
"5450d027-8910-43b0-8d6d-25348d64928c","NEA80","ofet@ne.ch","+41328896815","+41328896081","FALSE"
"5763e3d6-8cc0-4580-ac09-6d4c6af84f7e","VDAJ0","info.sde@vd.ch","+41213166093","+41213166071","FALSE"
"a0b89db2-86aa-450c-b4a4-a2e931eae9da","VDAK0","info.stat@vd.ch","+41213162999","+41213162950","FALSE"
"920ef1fb-d93e-4797-897e-e8d602f90277","VDAM0","info.sde@vd.ch","+41213166123","+41213166036","FALSE"
"91b3f153-caca-4b8b-88f1-85fdf24ede5c","VDA10","info.sde@vd.ch","+41213166104","+41213166036","FALSE"
"2484dde5-7fa1-4cae-8345-d1fabacf6e95","VDB10","orp@lausanne.ch","+41213157899","+41213157030","FALSE"
"1f11e520-254a-4a3d-8747-cc21e9f5f8b8","VDC10","orp.echallens@vd.ch","+41215571890",,"FALSE"
"3a474b99-ab4b-407f-b548-3303371c56ff","VDD10","orp.riviera@vd.ch","+41215571500",,"FALSE"
"06ad4f5a-8eca-477a-af14-50740ff81b8c","VDH10","orp.aigle@vd.ch","+41245577740",,"FALSE"
"52e773cd-ef67-43b9-b329-b1a32e033785","VDJ10","orp.morges@vd.ch","+41215579200",,"FALSE"
"7b610024-1513-43c4-850e-a79d2ef8e22e","VDL10","orp.orpol@vd.ch","+41215570450",,"FALSE"
"f0cf18f9-8989-4b7a-a558-2f674c09df6e","VDQ10","orp.pully@vd.ch","+41215571910",,"FALSE"
"c77e7b40-3f2d-47be-93a8-268036ae4274","VDU10","orp.yverdon@vd.ch","+41245576900",,"FALSE"
"dafa64c2-3f4f-4201-be11-0d083b8ca8a5","VDV10","orp.nyon@vd.ch","+41225575360",,"FALSE"
"62a86f99-51f4-4cb0-9c11-018c10d7b577","VSL10","orpmonthey@admin.vs.ch","+41276069250","+41276069251","FALSE"
"702d0cf2-d6b5-40c4-872d-7160e2a0278d","VSM10","orpmartigny@admin.vs.ch","+41276069221","+41276069222","FALSE"
"b9569c4f-18f0-4bea-a528-41e2966fbb20","VSN10","orpsierre@admin.vs.ch","+41276069400","+41276069404","FALSE"
"7457e52d-0484-4208-bc29-a5b5655fea72","VSO10","orpsion@admin.vs.ch","+41276069300","+41276069303","FALSE"
"cd878f6e-5bb2-4221-b2e4-77a35a3459f7","GRG10","info.ravroveredo@kiga.gr.ch","+41812576547","+41812576552","TRUE"
"159ddf66-a760-4257-9295-fdc2138a554a","TIA10","dfe-ug@ti.ch","+41918143103","+41918144496","FALSE"
"e2548539-9258-4baf-9059-ffbb66b0eb02","TIA20","dfe-uma@ti.ch","+41918144811","+41918144408","FALSE"
"95893089-fd92-48ad-806c-9db9118043ca","TIB10","dfe-urcbel@ti.ch","+41918145201","+41918145209","FALSE"
"dae5096a-db99-4792-bc89-2b0c5abeabdd","TIC10","dfe-urcloc@ti.ch","+41918161411","+41918161419","FALSE"
"e4f2ca3e-bfd0-463f-9229-7ea70ad822f5","TID10","dfe-urclug@ti.ch","+41918157781","+41918157789","FALSE"
"88243354-f496-4998-911d-7f120a62897d","TIE10","dfe-urcchi@ti.ch","+41918157611","+41918157619","FALSE"
"39f81d7e-93af-4892-ae28-6388bd061a12","TIF10","dfe-urcbia@ti.ch","+41918162911","+41918162919","FALSE"
"fb1e6553-87e0-401b-8186-623b317c1107","BEAL0","orp.bienne@vol.be.ch","+41316353560",,"FALSE"
"b7ff2f46-150f-4a4a-b8c2-3ad68c1529d3","BEAS0","orp.moutier@vol.be.ch","+41316361700",,"FALSE"
"d7456c1e-9c73-4c46-9fe0-606df57d3b0c","BEAT0","orp.neuveville@vol.be.ch","+41316361700",,"FALSE"
"d755dd54-8d71-4402-926d-23ca0fcab1d0","BEAU0","orp.stimier@vol.be.ch","+41316361700",,"FALSE"
"70997928-5395-486a-8dd7-45d879a6fe90","BEA20","orp.tavannes@vol.be.ch","+41316361700",,"FALSE"
"609ef676-0573-4018-8dd6-5ecba02b0f43","VDW10","orp.payerne@vd.ch","+41265573130",,"FALSE"
"f68e28d8-3c93-423a-a4f2-24a127925779","VSA10","sict-diha@admin.vs.ch","+41276067310","+41276067304","FALSE"
"eb443ece-b802-41de-904a-68ac24a5363c","SOAJ0","rav.solothurn@awa.so.ch","+41326279611","+41326279600","FALSE"
"630d47e2-e0bf-4daf-b7ed-68c6ef0cb14d","SGA11","info.scan-center@sg.ch","+41582292052","+41582292799","FALSE"
"f4c4576c-3275-4e85-b9f0-e8e4f3aede56","VSP11","ravoberwallis@admin.vs.ch","+41276069450","+41276069454","FALSE"
"855fafe6-2208-4312-8a54-4f6d3f863353","VSN11","orpsierre@admin.vs.ch","+41276069400","+41276069404","FALSE"
"990f6450-9e07-438d-94ed-993154ee5dc6","VSO11","orpsion@admin.vs.ch","+41276069300","+41276069303","FALSE"
"f9432162-f81b-4e85-9810-e7e9cb1e9c8d","VSM11","orpmartigny@admin.vs.ch","+41276069221","+41276069222","FALSE"
"262c39fd-c5fd-4b23-ac74-60acbb8a8051","VSL11","orpmonthey@admin.vs.ch","+41276069250","+41276069251","FALSE"
"52329588-caa3-47e3-b956-881c11166d60","TIA30","dfe-sdl@ti.ch","+41918143303","+41918144496","FALSE"
"a91674d6-068a-4be1-885b-5f48f3c7a72b","TIA90","dfe-sdl@ti.ch","+41918143303","+41918144496","FALSE"
"47b7c287-3f44-4c84-972d-4da1250fdf96","ZHA12","qus@vd.zh.ch","+41432594646","+41432594690","FALSE"
"a5bdbe8a-ab90-43c3-8e0d-b03a955fb8af","ZHA13","ursula.richrath@vd.zh.ch","+41432592654","+41432595127","FALSE"
"42329a0a-aafe-4f6b-b9e7-84e30e679ea6","ZHA14","donato.ponzio@vd.zh.ch","+41432596636","+41432596639","FALSE"
"fc101647-6813-44a0-9e88-de1b4d89ce63","ZHA15","yvonne.wechsler@vd.zh.ch","+41432596642","+41432596649","FALSE"
"3dde426e-2f7d-4f97-9c30-5b5a64d7cd97","ZHA16",,"+41432592627","+41432595134","FALSE"
"99e3d3a6-1340-44a4-95ab-7b192ef48fa4","BEAF1",,"+41316360231",,"FALSE"
"cc1c1047-803f-4f1e-ae8c-00e97ac0672c","BEAF2",,"+41316360231",,"FALSE"
"fba90516-75d9-4503-95e7-6bcc25d3c6eb","BEAD1",,"+41316363460",,"FALSE"
"c12561e0-9edf-43f2-a75e-e4590eafaf66","BEAD2",,"+41316363460",,"FALSE"
"05e154ec-2f98-4657-92fe-0873906a9259","BEAG1","rav.biel@vol.be.ch","+41316353530",,"FALSE"
"50ce715b-675d-4fae-84f7-b343559b1130","BEAG2","rav.biel@vol.be.ch","+41316353530",,"FALSE"
"33dc9ab5-8b67-4a87-9e5a-d43136fa7bf0","BEA11","info.rechtsdienst@vol.be.ch","+41316335841","+41316335855","FALSE"
