id,code,email,phone,fax
44831d23-628d-4584-a121-219933e6a553,ZHAN0,hotline.ravhardturmstrasse@vd.zh.ch,+41 43 259 63 63,+41 43 259 63 64
2060b940-f106-4c25-8fc1-c3d07776fb36,ZHAP0,hotline.ravstaffelstrasse@vd.zh.ch,+41 43 258 42 00,+41 43 258 42 01
b8196537-fd5e-4407-8832-cd9a070b271c,ZHAV0,hotline.ravbadenerstrasse@vd.zh.ch,+41 43 258 45 45,+41 43 258 45 49
90056b43-5c27-4235-b4b4-3de8c87e652f,ZHAW0,hotline.raveggbuehlstrasse@vd.zh.ch,+41 43 258 45 50,+41 43 258 45 99
0d5e750a-6127-4a11-93e3-6480b0634f69,ZHAX0,hotline.ravlagerstrasse@vd.zh.ch,+41 43 259 65 65,+41 43 259 65 99
631f6919-3df6-4e1c-ac7d-8832e146b583,ZHA70,hotline.ravnansenstrasse@vd.zh.ch,+41 43 259 90 00,+41 43 259 90 70
b1d12eba-7409-48af-bd11-278418152a77,FRF40,ore@fr.ch,+41 26 305 96 18,+41 26 305 95 67
8c8908b3-234a-416f-be73-75d7ef1e3f7c,FRL10,orf@fr.ch,+41 26 305 96 06,+41 26 305 95 89
7ad9c1cc-83c9-42f9-934f-7b4c5e02b9fd,AGAA0,rav.zofingen@ag.ch,+41 62 745 05 80,+41 62 745 05 75
7e2a3a00-e9d4-456d-afb8-5a53dfd84501,AGA30,rav.suhr@ag.ch,+41 62 855 02 02,+41 62 855 02 00
61941ccf-823d-4001-9cbd-b27cf85572b5,AGA40,rav.baden@ag.ch,+41 56 200 01 01,+41 56 200 01 00
fbd4dd98-d144-4e20-b63b-c2fe01f83885,AGA70,rav.brugg@ag.ch,+41 56 460 90 40,+41 56 460 90 48
876f1012-4595-4a97-afd1-a12af5c0fb5c,AGA80,rav.wohlen@ag.ch,+41 56 619 50 80,+41 56 619 50 88
bc6436eb-eb42-4a63-85f9-7e233f92826e,AGA90,rav.rheinfelden@ag.ch,+41 61 836 94 44,+41 61 836 94 48
1decc12e-70cd-41d2-b20d-1aa959a2d82c,AIA20,info@rav.ai.ch,+41 71 788 18 50,+41 71 788 18 40
cb075ca2-ae43-4f55-80b3-74bed7a98fe6,ARA20,rav.herisau@ar.ch,071 353 63 60,071 353 63 64
735892bf-4f30-4c2a-993e-8a1c43034387,BEAA0,rav.guemligen@vol.be.ch,+41 31 636 02 31,
bc6c14f2-6622-4ae6-9223-e0eab4a1210e,BEAB0,rav.zollikofen@vol.be.ch,+41 31 636 08 00,
65a849a9-14ac-4ca5-ac27-388bc156f4a4,BEAE0,rav.interlaken@vol.be.ch,+41 31 636 20 01,
ad1a2ce4-b877-4114-ab9f-c03d7ea36cbb,BEAI0,rav.spiez@vol.be.ch,+41 31 636 03 20,
dca98d13-5858-4f0f-b011-185c5d7342d6,BEAP0,rav.lyss@vol.be.ch,+41 31 636 04 70,
0292c62b-5236-4ec6-822c-4cdcded3ac23,BEAQ0,rav.buempliz-bethlehem@vol.be.ch,+41 31 636 02 90,
fce123e0-e3bc-44f9-9cf8-6398232ac045,BEAW0,rav.bernwest@vol.be.ch,+41 31 636 03 40,
f1ec1191-ec58-49b7-b3b1-52fa6cd2681a,BEAX0,rav.bernzentrum@vol.be.ch,+41 31 636 02 62,
1689de9b-28b9-40d1-b16a-ac03057f5247,BEA40,rav.biel@vol.be.ch,+41 31 635 35 30,
2dc2d1bf-b609-440b-8810-3e850af4066d,BEA70,rav.burgdorf@vol.be.ch,+41 31 636 13 22,
84da04c3-5473-4d5d-8732-701101ac0d89,BEA80,rav.langenthal@vol.be.ch,+41 31 636 13 00,
709db56d-3f7f-4036-9f84-19200899853e,BEA90,rav.thun@vol.be.ch,+41 31 636 34 60,
fcad989b-395e-4feb-97b6-6fa9cb23e136,BLAB0,rav.muenchenstein@bl.ch,+41 61 552 05 40,+41 61 552 05 41
360ab631-a5b0-40c5-8dd9-0c40b98a5102,BLAC0,rav.oberwil@bl.ch,+41 61 552 05 80,+41 61 552 05 81
56b4c414-b23d-4062-b316-e5d6fb5e8851,BLAD0,rav.laufen@bl.ch,+41 61 552 06 20,+41 61 552 06 21
1c080151-06c6-48d2-9f65-18fdc4f91528,BLAE0,rav.gelterkinden@bl.ch,+41 61 552 06 60,+41 61 552 06 61
9eea38d2-1cb7-4efc-a314-89ce8e751d6d,BLAF0,rav.liestal@bl.ch,+41 61 552 07 00,+41 61 552 07 01
a29f7ac2-ee24-49f4-9a2b-53222f0e9536,BLA50,rav.pratteln@bl.ch,+41 61 552 05 00,+41 61 552 05 01
deb55417-1cdd-45dd-b1f1-85786aab0c70,BSA30,beat.lippuner@bs.ch,+41 61 267 50 13,+41 61 267 50 80
f476ddc3-1a1f-45d1-822b-d17013d3bb13,BSA40,detlef.zipperer@bs.ch,+41 61 267 67 07,+41 61 267 99 39
b921aced-d1fd-4fd0-8211-aed3d6e50e6d,BSA70,loredana.fuso@bs.ch,+41 61 267 50 06,+41 61 267 50 80
e43a3eda-8bc9-424a-9458-c35a0cb62086,BSA80,jobroom.rav@bs.ch,+41 61 267 50 33,+41 61 267 50 52
3ea1f45a-9f58-47b4-a95a-d8b6f79aa868,FRF10,ort@fr.ch,+41 26 305 96 15,+41 26 305 95 69
81ed1e7d-f98e-4cee-983c-797c97283497,FRF30,orm@fr.ch,+41 26 305 96 17,+41 26 305 95 68
e276a530-c5cb-4af9-97a3-c34fa2cee198,GLA20,rav.sekretariat@gl.ch,+41 55 646 66 70,+41 55 646 66 79
f1d4fae4-1b49-48ca-baee-74fe6aba172a,GRD10,info.ravchur@kiga.gr.ch,+41 81 257 31 13,+41 81 257 20 23
d631cb59-5001-499a-84c2-57fdf2c118cf,GRE10,info.ravthusis@kiga.gr.ch,+41 81 257 53 30,+41 81 257 53 39
8467e025-36d8-4f83-a705-67b6281a8806,GRF10,info.ravilanz@kiga.gr.ch,+41 81 257 62 14,+41 81 257 62 19
efd11b69-1f1a-4160-8398-f1ff0dbb465c,GRH10,info.ravdavos@kiga.gr.ch,+41 81 257 63 20,+41 81 257 63 26
c61ac24e-37a0-42e7-ac13-855451505815,GRI10,info.ravsamedan@kiga.gr.ch,+41 81 257 49 20,+41 81 257 49 29
62206916-6c4d-42d8-a8de-f7ce8c3d073c,LUA40,rav-emmen@lu.ch,+41 41 228 32 00,+41 41 228 32 01
b3d51339-0e8c-4480-898c-021ef52fa9cf,LUA50,rav-luzern@lu.ch,+41 41 228 37 47,+41 41 228 37 48
2cee0d72-e0ab-4fc5-a0bb-f7c353b7abb0,LUA60,rav-pilatus@lu.ch,+41 41 228 43 60,+41 41 228 43 98
02c08811-ebac-4acc-b66c-c4dd0ca70051,LUA70,rav-sursee@lu.ch,+41 41 228 37 00,+41 41 228 37 01
37a56350-d8ff-48a2-a674-e476f425f846,LUA80,rav-wolhusen@lu.ch,+41 41 228 38 00,+41 41 228 38 01
c8128ac5-c52d-4ddb-b1d8-0b4ba6527fc8,NWA20,info@ravownw.ch,+41 41 632 56 26,+41 41 632 56 27
88bb4ac0-89ca-4977-afb0-edb993920cfd,OWA20,info@ravownw.ch,+41 41 632 56 26,+41 41 632 56 27
1aadca44-42ee-4bb9-a194-68c7959c406c,FRM10,orb@fr.ch,+41 26 305 96 10,+41 26 305 95 79
1826c1a5-1988-4f01-bc35-e48d0b13e2b3,FRM30,orc@fr.ch,+41 26 305 96 12,+41 26 305 95 78
0357c7bf-8f62-4a05-9409-d9a0c248e3f1,FRM40,orr@fr.ch,+41 26 305 96 13,+41 26 305 95 77
7634ff2d-f258-4d5e-8c40-d3f2c9bcda0e,GEA40,patrick.jeanbourquin@etat.ge.ch,+41 22 546 36 66,+41 22 546 97 00
8f1e03f3-38d6-46d8-83bd-cdf00b31b5e1,GEA50,dominique.ansermet@etat.ge.ch,+41 22 546 36 66,+41 22 546 97 00
ed1c79f6-a6de-4cd6-80fc-9f80deff4891,GEA60,carlos.roch@etat.ge.ch,+41 22 546 36 66,+41 22 546 97 00
65b15a37-bb10-47e8-b129-897d97ecf859,GEA70,dominique.borgeat@etat.ge.ch,+41 22 546 36 66,+41 22 546 97 00
cfdd7cf2-51b8-4d1a-9ad3-74277209889b,JUA20,orp.delemont@jura.ch,+41 32 420 88 30,+41 32 420 88 31
56ca348a-5367-4c8b-9ed4-4fd8d355c344,JUA30,orp.porrentruy@jura.ch,+41 32 420 39 40,+41 32 420 39 41
b9df5077-f596-4efe-b323-5e3ae8fcbc52,JUA40,orp.saignelegier@jura.ch,+41 32 420 47 30,+41 32 420 47 31
76fcd4b4-6aa5-4773-a762-fd0385804b36,NEA20,orpcdf@ne.ch,+41 32 889 68 13,+41 32 889 62 71
e795ce81-0532-407b-855a-75f1c73da148,NEA30,orpneu@ne.ch,+41 32 889 68 18,+41 32 889 60 57
babc916f-f8da-4904-8819-3beb3bb7c527,VDB10,orp@lausanne.ch,+41 21 315 78 99,+41 21 315 70 30
f097c43a-0618-4144-b2e5-8a3cf95ab91a,VDC10,orp.echallens@vd.ch,+41 21 557 18 90,
15d182d4-990d-41f9-b3bb-42d4e65b0830,VDD10,orp.riviera@vd.ch,+41 21 557 15 00,
4b6953b0-f768-462a-9b0d-0f7d18a266d2,VDH10,orp.aigle@vd.ch,+41 24 557 77 40,
0a354587-8d99-42e9-b584-5c0061531079,VDJ10,orp.morges@vd.ch,+41 21 557 92 00,
5d540b83-f4b3-4906-a351-c971053ac937,VDL10,orp.orpol@vd.ch,+41 21 557 04 50,
2b2ea771-df90-4d39-8fe5-fbe208944443,VDQ10,orp.pully@vd.ch,+41 21 557 19 10,
597ed305-0683-4227-9a84-28b8e3bad146,VDU10,orp.yverdon@vd.ch,+41 24 557 69 00,
73adcb9e-a921-4055-9237-255811257932,VDV10,orp.nyon@vd.ch,+41 22 557 53 60,
2d589211-0459-43aa-86cb-3755174c5399,VSL10,orpmonthey@admin.vs.ch,+41 27 606 92 50,+41 27 606 92 51
5011539f-39c5-4cff-aaf7-18e7771a2838,VSM10,orpmartigny@admin.vs.ch,+41 27 606 92 21,+41 27 606 92 22
78f660c4-5193-425b-bac9-8c76db51dcc7,VSN10,orpsierre@admin.vs.ch,+41 27 606 94 00,+41 27 606 94 04
059a1511-3006-471b-8a4e-ab1cca69bdf4,VSO10,orpsion@admin.vs.ch,+41 27 606 93 00,+41 27 606 93 03
01e2839f-40eb-418b-a88d-e4cdeb6d7045,GRG10,info.ravroveredo@kiga.gr.ch,+41 81 257 65 47,+41 81 257 65 52
2b1326f3-a706-45a4-9705-1fa68d087af9,TIB10,dfe-urcbel@ti.ch,+41 91 814 52 01,+41 91 814 52 09
41b929de-1112-4a78-9aa5-65400f7ac19e,TIC10,dfe-urcloc@ti.ch,+41 91 816 14 11,+41 91 816 14 19
68e09bd8-2814-4ee8-8b6e-11d8ddcd6a5e,TID10,dfe-urclug@ti.ch,+41 91 815 77 81,+41 91 815 77 89
4894aac7-cfe1-4414-9d51-ad8df8d378ec,TIE10,dfe-urcchi@ti.ch,+41 91 815 76 11,+41 91 815 76 19
559b8695-21d1-44be-acd4-16437c4cea03,TIF10,dfe-urcbia@ti.ch,+41 91 816 29 11,+41 91 816 29 19
e3b47c38-cd0d-4110-8f6e-3c2f10efb991,BEAL0,orp.bienne@vol.be.ch,+41 31 635 35 60,
86801eb0-6aaa-4cbf-bbbc-532391ccc5c3,BEA20,orp.tavannes@vol.be.ch,+41 31 636 17 00,
4a162076-5808-443d-9b08-60a456de81b1,VDW10,orp.payerne@vd.ch,+41 26 557 31 30,
7c65d8a9-5d40-4a66-b260-f3c14c7722aa,BSA71,reto.frey@bs.ch,+41 61 267 50 91,+41 61 267 50 80
ea3dbe5d-34aa-4dc7-a659-6068c5cfe36d,AGAJ0,pfortearbeitsmarkt@ag.ch,+41 62 765 95 95,+41 62 765 95 96
c7031265-b2d8-49c2-8904-ccfd3dd7e247,NEA25,orpvdt@ne.ch,+41 32 889 61 50,+41 32 889 61 59
748297b3-6cee-42c8-92f4-c4d3691b4c12,BSA42,josef.birchler@bs.ch,061 267 87 62,
8d6afa20-fd5b-4339-a910-bf32b556c126,BSA82,jobroom.rav@bs.ch,+41 61 267 50 33,+41 61 267 50 52
7836aa42-4663-4425-b584-ff8d037868a6,BSA72,reto.frey@bs.ch,+41 61 267 50 91,+41 61 267 50 80
42dc884c-c24d-4033-be24-2f5c27787210,AGA72,rav.brugg@ag.ch,+41 56 460 90 40,+41 56 460 90 48
