"ID","CODE","TYPE","LANGUAGE","CLASSIFIER","LABEL"
"e5fbe899-4fa6-46d4-8eb3-6a16a9781f68","11202","sbn5","it","","Viticoltori"
"b19baca3-f474-40b6-926b-4868ed450261","11202","sbn5","en","","Viticulturists"
"26665516-a46a-4d61-a20f-b7b392d6a471","11203","sbn5","de","","Gemüsebauern/-bäuerinnen und Gemüsegärtner/innen"
"890b63e4-dbd3-4fa2-8189-6e4dd94f4789","11203","sbn5","fr","","Maraîchers"
"44b29a61-d11f-4031-a8cf-a8dd8c4713b4","11203","sbn5","it","","Orticoltori"
"43e3f961-9e69-4b04-8aee-bd21eb2694fc","11203","sbn5","en","","Vegetable growers and horticulturists"
"fc003005-3e82-42c6-b5b5-a51db8cd074a","113","sbn3","de","","Tierzüchter/innen und verwandte Berufe"
"6d092cf5-c29f-434b-a14b-6a3ca64cd5e1","113","sbn3","fr","","Eleveurs et professions apparentées"
"e5a8c72c-48ce-4ac3-adf1-07596b557e05","113","sbn3","it","","Allevatori d'animali e professioni assimilate"
"9db11453-7517-4941-a601-a53e99c10983","113","sbn3","en","","Animal breeders and related occupations"
"c72e3c4b-6807-4ccf-bb28-b4d5a00e4fa7","11301","sbn5","de","","Grossvieh- und Grosstierzüchter/innen und -pfleger/innen"
"3ac3c93a-4fd7-4cab-a179-7cafd0793ec5","11301","sbn5","fr","","Eleveurs et gardiens de grand bétail et d'équidés"
"7ff3c816-30d8-4661-8fde-c94907dc691e","11301","sbn5","it","","Allevatori e addetti all'allevamento di bestiame grosso (bovini, equini ecc.)"
"457eedf2-2330-4ef1-b523-f6a1331733b9","11301","sbn5","en","","Large livestock and large animal breeders and keepers"
"5a7f80b6-7663-43fd-b9be-daf2bde7a692","11302","sbn5","de","","Kleinvieh- und Kleintierzüchter/innen und -pfleger/innen"
"a587101e-6ff5-498b-b343-4ae5b35f9ce5","11302","sbn5","fr","","Eleveurs et gardiens de petit bétail et de petits animaux"
"801af767-ab1f-424f-a82a-e74ea0be154e","11302","sbn5","it","","Allevatori e addetti all'allevamento di bestiame minuto e piccoli animali"
"a5facfa6-e44c-450b-9e65-9e8c21d87ceb","11302","sbn5","en","","Small livestock and small animal breeders and keepers"
"e902ab1b-238e-40ed-a3bf-4069fab5bf75","11303","sbn5","de","","Geflügelzüchter/innen und -pfleger/innen"
"fc42b2bc-07ad-45c0-8bde-e6551fcae3a3","11303","sbn5","fr","","Aviculteurs epa"
"81b08645-f720-420a-80fa-f14ed2671212","11303","sbn5","it","","Avicoltori e addetti all'avicoltura"
"99c8542a-ce33-4217-b8c7-e8a76361265c","11303","sbn5","en","","Poultry breeders and keepers"
"d96d4669-3df5-4183-bd5a-8b25bfb009da","11304","sbn5","de","","Fischzüchter/innen und -pfleger/innen"
"bdc149d8-b486-406c-acd0-5886985ad2d1","11304","sbn5","fr","","Pisciculteurs epa"
"e12fc945-20a1-42ee-ac5d-161d19fc8223","11304","sbn5","it","","Piscicoltori e addetti alla piscicoltura"
"f4b6e528-62b4-47fd-9fc9-4753effe32a6","11304","sbn5","en","","Fish breeders and keepers"
"67409725-c352-4e5b-a356-72676a1bb02a","11305","sbn5","de","","Übrige Berufe der Tierbetreuung"
"0fcdb4e1-e63d-495a-9c14-38d884c7620d","11305","sbn5","fr","","Autres professions de gardiennage d'animaux"
"0e1494f3-b37a-4596-b791-26ce0760592a","11305","sbn5","it","","Altre professioni relative all'allevamento di animali"
"308d37b3-6f45-42ea-8b58-e0280706eb74","11305","sbn5","en","","Other occupations in animal care"
"c60a377e-9748-4f96-a43d-390aac267404","114","sbn3","de","","Gärtner/innen und verwandte Berufe"
"275def9e-a262-409a-80d9-5bf9efde128c","114","sbn3","fr","","Professions de l'horticulture et professions apparentées"
"f86510c3-db73-4c82-92f6-94540dac3760","114","sbn3","it","","Giardinieri e professioni assimilate"
"5e88ce1d-386a-4bd3-8130-e9fd8618f1f4","114","sbn3","en","","Gardeners and related occupations"
"0c1c6d8a-c0aa-4e63-9eed-743bd1183d99","11401","sbn5","de","","Gärtner/innen und verwandte Berufe"
"71aa1da9-72db-452c-96ce-56c4ac19a222","11401","sbn5","fr","","Professions de l'horticulture epa"
"b99a87ee-7c65-44bb-93c3-130c94bf79fc","11401","sbn5","it","","Giardinieri e professioni assimilate"
"14edbb99-66f0-4f86-8c53-804c8b3d2558","11401","sbn5","en","","Gardeners and related occupations"
"902b6a05-3729-475a-b7bb-0497a4c3d0cb","11402","sbn5","de","","Floristen/Floristinnen"
"cbeb0563-b792-42b9-a2a3-9e1d1670821a","11402","sbn5","fr","","Fleuristes"
"ef1a150e-3353-45af-bb1e-609513ef4b67","11402","sbn5","it","","Fioristi"
"b0b73491-1dd9-4061-9b78-811b2aa640b6","11402","sbn5","en","","Florists"
"46db0d69-c418-4ead-8b19-cec6ddd97a7b","115","sbn3","de","","Berufe der Forstwirtschaft, Jagd und Fischerei"
"0acaa315-e0e2-488a-95e3-866148cf8032","115","sbn3","fr","","Professions de la sylviculture, de la chasse et de la pêche"
"a3a21139-3c17-4b9f-a441-ade6cc9f54c8","115","sbn3","it","","Professioni della selvicoltura, della caccia e della pesca"
"8f4ed1af-c2ee-4c8f-977c-872f26fe52f0","115","sbn3","en","","Forestry, hunting and fishing occupations"
"eb918126-14ea-4953-afd2-d39080ed46f7","11501","sbn5","de","","Förster/innen"
"6b636c59-7616-4b03-9d73-c5a166584e5a","11501","sbn5","fr","","Gardes forestiers"
"024f23ec-2c06-46d5-9820-dc0573895d96","11501","sbn5","it","","Forestali"
"7252a9bd-b59f-48a6-9143-2cf0c1fdc9e0","11501","sbn5","en","","Forestry officials"
"2cf389ec-5c8b-415d-8f3b-da00e4e0ffcd","11502","sbn5","de","","Forstwarte/Forstwartinnen und Waldarbeiter/innen"
"3dd5746b-9d86-455d-a086-c4ec69380056","11502","sbn5","fr","","Bûcherons, forestiers bûcherons et ouvriers sylvicoles"
"cb64c98f-8e3f-4deb-9953-92f09e335016","11502","sbn5","it","","Selvicoltori e lavoratori forestali"
"93f0243f-e10a-4cc4-9cc4-f216f52d1e98","11502","sbn5","en","","Forestry managers and forestry workers"
"885d7c4c-0441-4f54-939b-1ec68d763c3b","11503","sbn5","de","","Jagdberufe und Wildhüter/innen"
"45f9c334-efb5-4467-a82b-fb3622d441e2","11503","sbn5","fr","","Professions en rapport avec la chasse et gardes-chasse"
"b129a425-f059-462a-82b9-536b5da6d1e7","11503","sbn5","it","","Professioni della caccia e guardacaccia"
"80687bf4-62d1-4aa1-b71f-34c5b799a5a4","11503","sbn5","en","","Hunting occupations and gamekeepers"
"bd052bc2-9572-40b8-808b-d29d720b7cf3","11504","sbn5","de","","Berufe der Fischerei"
"0cb20a75-9acb-4d5e-8610-434c8a58b90d","11504","sbn5","fr","","Professions en rapport avec la pêche"
"0d9d2690-c75e-46af-820a-cd34a8ea7167","11504","sbn5","it","","Professioni della pesca"
"2cf88e6d-dbd7-4f62-8584-5a8b4d56316b","11504","sbn5","en","","Fishery occupations"
"c4ccdc92-bc01-4646-a19a-dd4e5504a360","211","sbn3","de","","Berufe der Lebensmittelherstellung und -verarbeitung"
"1c85242a-b7dd-4e8d-96f1-0d72c4660c4c","211","sbn3","fr","","Professions de l'industrie alimentaire"
"23aec265-0f2d-4d4f-a8f1-5dd6379dbde1","211","sbn3","it","","Professioni dell'industria alimentare"
"36ab5be3-f589-4fec-a171-2e4f720dea29","211","sbn3","en","","Food manufacturing and processing occupations"
"8f1593a5-78ad-46b6-af74-c4d63f3a64c3","21101","sbn5","de","","Käser/innen und Molkeristen/Molkeristinnen"
"6421227f-1485-46a5-a457-6467fe0cbde0","21101","sbn5","fr","","Fromagers et laitiers"
"e5141522-86a1-49de-b6ca-eb201204ee7e","21101","sbn5","it","","Casari e lattai"
"785dd6d8-04d7-4bae-9f39-c8c45c41c84e","21101","sbn5","en","","Cheesemakers and dairy producers"
"f202f841-5e29-4ad3-b3de-b6f4e5e453d4","21102","sbn5","de","","Metzger/innen und andere Fleischverarbeiter/innen"
"c93022eb-3507-45bb-84fa-b7573208badd","21102","sbn5","fr","","Bouchers, charcutiers"
"dde8c517-e881-4338-86b1-3c59ac1780bb","21102","sbn5","it","","Macellai e assimilati"
"449326a4-3bc5-4afd-b9ed-ba4135e31e89","21102","sbn5","en","","Butchers and other meat processors"
"3fe3dacd-6d1a-494b-ac89-cdf46adfc3d2","21103","sbn5","de","","Bäcker/innen, Konditoren/Konditorinnen, Confiseure/Confiseurinnen"
"dbe32b9e-0da6-4974-968e-f72aadc0a07d","21103","sbn5","fr","","Boulangers, pâtissiers et confiseurs"
"1331493a-ff51-42c0-abfe-052df88f0e83","21103","sbn5","it","","Panettieri e pasticcieri-confettieri"
"789f2297-18da-4130-8780-52ca39366f2a","21103","sbn5","en","","Bakers, pastry chefs, and confectioners"
"dc32f6ba-56ff-4d08-ae6f-58716dea553c","21104","sbn5","de","","Müller/innen"
"3b78a3f3-6228-4074-892c-a1fc2b51e483","21104","sbn5","fr","","Meuniers"
"75b48740-913b-4f57-b89e-5358b53d1b80","21104","sbn5","it","","Mugnai"
"2df538a4-04d1-4b36-985e-65002b4eb0b4","21104","sbn5","en","","Millers"
"71d30ee4-5334-4fdc-ae5a-ecb34748a0c7","21105","sbn5","de","","Übrige Berufe der Lebensmittelverarbeitung"
"51ff077d-ced0-4b8d-a7c9-02e9c231c61b","21105","sbn5","fr","","Autres professions en rapport avec la production alimentaire"
"c563dd4a-9554-497e-a57f-1d164783cfba","21105","sbn5","it","","Altre professioni dell'industria alimentare"
"5d60d283-5897-4d49-89d4-e43dfcb2e9f4","21105","sbn5","en","","Other food processing occupations"
"1ba5d51c-be65-4b6a-a4ba-509f05422cbb","212","sbn3","de","","Berufe der Getränkeherstellung und -verarbeitung"
"f923e1ec-526d-485b-8bad-8282c7ce5e64","212","sbn3","fr","","Professions de la production de boissons"
"2c2b08d4-93bb-44e1-9404-492a1508faef","212","sbn3","it","","Professioni della produzione e della lavorazione di bevande"
"7a623f2f-8feb-4253-8463-4b9f65b4f48f","212","sbn3","en","","Beverage manufacturing and processing occupations"
"15885d5b-5e3a-4f87-af44-d558a6cdfbce","21201","sbn5","de","","Brauer/innen, Mälzer/innen"
"276daa6c-72dd-4292-a156-51c5e96c99ca","21201","sbn5","fr","","Brasseurs et malteurs"
"4ec60f10-dc26-41dc-918f-12c19acce0d4","21201","sbn5","it","","Birrai e maltatori"
"b92c3160-b7b2-4d38-b4b1-17e5c228cf4b","21201","sbn5","en","","Brewers, maltsters"
"a19359d5-b643-4428-beae-d990a7868d06","21202","sbn5","de","","Weinküfer/innen, Wein- und Getränketechnologen/-technologinnen und verwandte"
"183d7be6-24ec-40b6-a42c-602aec78ded1","21202","sbn5","fr","","Cavistes et technologues en boissons et professions apparentées"
"8084439b-5325-4b78-bf00-ba78ca8ae76b","21202","sbn5","it","","Cantinieri, vinificatori e assimilati"
"bab0e254-5435-4f9e-95e4-893ee6c109ad","21202","sbn5","en","","Wine coopers, wine and beverage technologists and related"
"a3d57131-0892-4f99-8ae2-fcd594d08464","213","sbn3","de","","Berufe der Tabakwarenherstellung und -verarbeitung, der Degustation und verwandte Berufe"
"7b25fc26-9596-4a3f-a917-8f6b54ae5686","213","sbn3","fr","","Professions de l'industrie du tabac, dégustateurs et professions apparentées"
"8ad6882e-8e61-4c56-ae90-58942f2ff189","213","sbn3","it","","Professioni della produzione e lavorazione del tabacco, degustatori e assimilati"
"3fd6dbeb-7336-444b-a601-95ff819acd95","213","sbn3","en","","Tobacco products manufacturing and processing, tasting and related occupations"
"516018d7-cd15-44cc-af71-ef37a73d847d","21301","sbn5","de","","Tabakwarenhersteller/innen und -verarbeiter/innen"
"bedf94aa-bc26-4f25-a867-c07afac806a3","21301","sbn5","fr","","Professions de la manufacture de tabac, cigares et cigarettes"
"b19a8736-7e58-4edf-8e1b-4d09293fc284","21301","sbn5","it","","Addetti alla manifattura del tabacco (sigari e sigarette)"
"c12229a0-9634-4000-9589-fb8456226440","21301","sbn5","en","","Tobacco manufacturers and processors"
"29e25695-3b95-4a0b-ad4a-d9bd569e3503","21302","sbn5","de","","Lebens- und Genussmitteltester/innen und Degustierer/innen"
"1d1b4c99-3ba0-4b7c-8422-e51d4d9b859f","21302","sbn5","fr","","Testeurs de denrées alimentaires et dégustateurs"
"de27e9b4-6db1-44b6-898e-3f7a2e04cf87","21302","sbn5","it","","Assaggiatori e degustatori di derrate alimentari e dolciumi"
"dfe72ce8-5295-403c-969b-6d8bad2d4255","21302","sbn5","en","","Food and beverage testers and tasters"
"0fde24ae-43c7-4bed-b462-763ca5036335","221","sbn3","de","","Berufe der Textilherstellung"
"e057090e-5277-4391-824b-3b304e4787e4","221","sbn3","fr","","Professions de l'industrie textile"
"cce43e01-323c-49d2-bfcf-119a961609f2","221","sbn3","it","","Professioni della fabbricazione dei tessili"
"6f787de3-0c37-448e-a9ef-b577fe104ce4","221","sbn3","en","","Textile manufacturing occupations"
"24e5570d-80d7-48fe-a6c8-ffe4b85ea2a4","22101","sbn5","de","","Garnhersteller/innen"
"7fbf9a68-328e-4e8b-9ad5-3e2c1068953e","22101","sbn5","fr","","Professions du filage"
"5b97e1dd-8cd2-4445-861c-44ee54db4035","22101","sbn5","it","","Filatori"
"aa137ec2-1ccc-4df2-86a1-032d6220afa9","22101","sbn5","en","","Yarn manufacturers"
"8d089030-1637-4877-8863-b9d678da5efd","22102","sbn5","de","","Stoffhersteller/innen"
"b44baba4-5e0d-4fe0-b93f-f0ec7e843b18","22102","sbn5","fr","","Professions du tissage"
"1ed43ff6-3b8e-4532-b5e4-061a3225c920","22102","sbn5","it","","Produttori di stoffe"
"b7a950b0-795a-4ba4-a4a0-8130f6b6c78f","22102","sbn5","en","","Material manufacturers"
"0bb7aaae-5109-45e9-a876-79509da95986","22103","sbn5","de","","Textilveredler/innen, Färber/innen"
"686c3c69-b54d-4dcc-bdde-cc77c335a513","22103","sbn5","fr","","Professions de la finition et de la teinture de textiles"
"5b98d576-077f-4c64-a002-b01688e2d859","22103","sbn5","it","","Nobilitatori di tessili, tintori"
"0b41dd57-36dd-4744-84a2-a2fe3ad7c99f","22103","sbn5","en","","Textile finishers, dyers"
"587be7b4-2971-4c8b-ad8c-8a2a4017bd03","22104","sbn5","de","","Übrige Berufe der Textilherstellung"
"fcb46f1f-738a-4464-bbc4-f674e5eacdda","22104","sbn5","fr","","Autres professions de la production de textiles"
"59685d68-cbc0-4c5d-b309-41df714916ce","22104","sbn5","it","","Altre professioni dell'industria tessile"
"37a920d2-c276-43a3-adb2-c930e2afbb08","22104","sbn5","en","","Other textile manufacturing occupations"
"6d259b8f-ffe5-4298-a0dd-102bccbdb405","222","sbn3","de","","Berufe der Textilverarbeitung"
"9695bf71-af7e-4bdb-ba56-6aebd0e2b09b","222","sbn3","fr","","Professions de l'habillement"
"c744d266-ab16-42ca-9ff0-0c2d639f7dbf","222","sbn3","it","","Professioni della lavorazione dei tessili"
"c729443f-1ea8-4292-8553-58913c4e3523","222","sbn3","en","","Textile processing occupations"
"de8c4abd-0912-4da4-9bd8-de9d4a3569cb","22201","sbn5","de","","Schneider/innen"
"c5540c4d-3adf-4727-97de-ee0f41a1b79a","22201","sbn5","fr","","Tailleurs"
"76d2262c-1d83-4638-a95e-6bd24e0c8abb","22201","sbn5","it","","Sarti"
"6892bf93-e692-4e3b-996e-45bdc9ab620d","22201","sbn5","en","","Tailors"
"951fa443-b7c7-4fd1-a090-ed287cd7f4be","22202","sbn5","de","","Näher/innen"
"d0c5a6de-e75d-4ac9-928b-9b6bcfba68e5","22202","sbn5","fr","","Couseurs"
"35b24aa0-bbcd-46a9-9812-4c044700daa0","22202","sbn5","it","","Cucitori, orlatori"
"ae3175e0-4fc2-48af-907f-b4b0c81489ad","22202","sbn5","en","","Sewers"
"27f63c06-a831-4a5e-b68f-a59e8b0ebe36","22203","sbn5","de","","Sticker/innen"
"9c455a47-01a9-4275-872d-36e326e2a7d9","22203","sbn5","fr","","Brodeurs"
"093828af-847d-46e6-88d5-e25a1972beb1","22203","sbn5","it","","Ricamatori"
"fefb9fca-702c-4b89-98fa-89310f6eca1d","22203","sbn5","en","","Embroiderers"
"b707dd0e-5883-4223-acee-354f36a5a82a","22204","sbn5","de","","Übrige Berufe der Textilverarbeitung"
"76d3d550-5a02-44a9-9b48-6280262a6f6a","22204","sbn5","fr","","Autres professions dans le domaine traitements de produits textiles"
"1e11739a-55f8-42bb-8d45-c962934779be","22204","sbn5","it","","Altre professioni della lavorazione dei tessili"
"4af770c7-ebb5-4e7a-a45e-0c92e29bebee","22204","sbn5","en","","Other textile processing occupations"
"bdfc9b85-3c04-4099-a404-f31a3fb3b977","223","sbn3","de","","Berufe der Lederherstellung, Leder- und Fellverarbeitung"
"4bf1032c-60f6-48c5-9b08-f290b60d0f30","223","sbn3","fr","","Professions de la fabrication et du traitement des cuirs et des peaux"
"94228415-1075-43ed-aab0-d32443fed6a2","223","sbn3","it","","Professioni della fabbricazione del cuoio, della lavorazione del cuoio e della pelle"
"e338e67e-19b5-485b-860d-09741e53a480","223","sbn3","en","","Leather manufacturing, leather and fur processing occupations"
"faae751f-d327-4d1f-987f-b9a2624a3ccf","22301","sbn5","de","","Gerber/innen, Lederhersteller/innen"
"e48977b1-aa3c-4284-be3e-3c941531bd0f","22301","sbn5","fr","","Tanneurs, fabricants de cuir"
"1bc8d6b6-3bf7-4043-a183-41f83898de01","22301","sbn5","it","","Conciatori, fabbricanti di cuoio"
"6d62df64-8d39-4173-aff4-023e4e7d5e1f","22301","sbn5","en","","Tanners, leather manufacturers"
"3c035efa-e07f-4fd1-8495-5b50c72f40a8","22302","sbn5","de","","Schuhmacher/innen, andere Schuhhersteller/innen"
"e682cdd7-8e7f-4902-9ece-104573f9c2c4","22302","sbn5","fr","","Cordonniers et autres métiers de l'industrie de la chaussure"
"1683cb09-644b-48b2-af69-256824475935","22302","sbn5","it","","Calzolai e altre professioni della calzatura"
"dbfa802c-0b60-4cb9-8df9-20b98cbd7a29","22302","sbn5","en","","Shoemakers, other shoe manufacturers"
"1526c841-02fa-4756-9c56-9a5783b27a11","22303","sbn5","de","","Sattler/innen"
"559f9f9b-ca11-4cac-af44-6ff2ebba6455","22303","sbn5","fr","","Selliers"
"fc1bd565-0de7-487c-beef-5e8da13881cf","22303","sbn5","it","","Sellai"
"8ee9dcb2-2567-4550-8086-ecc5391a080e","22303","sbn5","en","","Saddlers"
"6821422e-ac2f-46f6-998c-0e12ee6c4d80","22304","sbn5","de","","Sonstige Lederhersteller/innen und -verarbeiter/innen"
"2c3f965f-76b3-4877-a330-f465bd6f9b26","22304","sbn5","fr","","Autres métiers du cuir"
"d0c4f7b1-ef49-4b02-8f29-5c116b744f07","22304","sbn5","it","","Altri fabbricanti e lavoratori del cuoio e assimilati"
"2ba1d975-d97a-4eda-9eb4-1c231e74dccb","22304","sbn5","en","","Other leather manufacturers and processors and related"
"927310b6-5bcd-40da-9721-8e9705c42f63","22305","sbn5","de","","Fellverarbeiter/innen, Kürschner/innen"
"dc59bee5-7b38-46ea-ae0a-f4056e7a5bbe","22305","sbn5","fr","","Pelletiers et fourreurs"
"5ec17327-f54d-40cf-80e7-22b8f033f44c","22305","sbn5","it","","Pellettieri e pellicciai"
"8c8f9e56-a623-4db6-a1c8-6bf0ef792ead","22305","sbn5","en","","Fur processors, furriers"
"289c4e6e-6193-4082-a940-3b285a95f4ae","231","sbn3","de","","Berufe der Keramik- und Glasverarbeitung"
"9002d60b-47d2-4b19-912d-a5975b7a6e4e","231","sbn3","fr","","Professions du travail de la céramique et du verre"
"1619a208-b029-4c85-a7ec-1132e6c839b9","231","sbn3","it","","Professioni della lavorazione della ceramica e del vetro"
"3142a43e-7cb0-44a0-8c7c-3ef795cf2773","231","sbn3","en","","Ceramic and glass processing occupations"
"41e154e4-7365-421e-a826-d1ca936825d4","23101","sbn5","de","","Glasbläser/innen, Apparateglasbläser/innen"
"ca1b4fdc-a074-4ea7-9d81-4f82c995c8e0","23101","sbn5","fr","","Souffleurs de verre et d'appareils en verre"
"d2460a42-d6da-4311-b51f-2dc808a2117c","23101","sbn5","it","","Soffiatori di vetro e di apparecchi di vetro"
"0be6d2e8-c3ca-4bf2-a475-c93f84699c2a","23101","sbn5","en","","Glass blowers, apparatus glass blowers"
"d51bbd52-37ec-4d84-8c19-59689c810220","23102","sbn5","de","","Feinwerk- und Instrumentenoptiker/innen"
"7d1c9009-d0e3-4fb2-9973-584fc246b41f","23102","sbn5","fr","","Opticiens d'instruments"
"aeec95b0-0579-4b7c-8510-af6c8f1184a8","23102","sbn5","it","","Ottici di istrumenti"
"88e98b7c-2975-4612-9def-b4090f9fca12","23102","sbn5","en","","Precision mechanics and instrument opticians"
"903e54b7-cef2-44a0-9c7a-dfe626f8f9e4","23103","sbn5","de","","Glasschleifer/innen, -polierer/innen sowie übrige -verarbeiter/innen"
"e8b1a108-4baf-40a7-b34a-e539a502a8eb","23103","sbn5","fr","","Biseauteurs, polisseurs sur verre epa"
"7b927895-6e91-45a3-8731-c6bf1c393225","23103","sbn5","it","","Molatori, lucidatori e smerigliatori di vetro"
"2c3e9bc5-f01e-4d36-baf9-a664e218ac0e","23103","sbn5","en","","Glass grinders, polishers and other processors"
"3191d042-ac07-4856-8761-f8f5a55597ea","23104","sbn5","de","","Berufe der Keramikherstellung und -behandlung"
"0fee9f0b-6690-4c9f-ba81-1de7171593a5","23104","sbn5","fr","","Métiers de l'industrie et du traitement de la céramique"
"24199eda-177c-4831-bd2f-f10e4ea6569f","23104","sbn5","it","","Professioni della produzione e del trattamento della ceramica"
"8d803a2a-91eb-4f31-96c0-c83bfba0eed5","23104","sbn5","en","","Ceramic manufacturing and handling occupations"
"e038c831-9177-4039-a30c-2f1c92e26287","241","sbn3","de","","Berufe der Metallerzeugung"
"cd95a247-cde1-44b5-a068-a8c521afb89c","241","sbn3","fr","","Professions de la production de métaux"
"75827d77-162e-4aa0-8def-2d33a52d4434","241","sbn3","it","","Professioni della produzione dei metalli"
"7df9f23c-fac5-4ef5-87ad-c1f27eaaefe5","241","sbn3","en","","Metal production occupations"
"6615fa66-1194-425c-b4f0-d3fac981f88a","24101","sbn5","de","","Giesser/innen und verwandte"
"15ed7040-04c9-43a5-9bc0-f17a24b23704","24101","sbn5","fr","","Fondeurs et professions apparentées"
"41613a2f-678f-4d2e-a040-cf1cc9740209","24101","sbn5","it","","Fonditori e professioni assimilate"
"3bca01b9-9137-452c-8aea-33fc9270bed9","24101","sbn5","en","","Casters and related"
"804ecbba-58fc-4799-b424-177ae9265d66","24102","sbn5","de","","Kernmacher/innen, Gussformer/innen"
"725dacf2-f276-4762-afab-3530439f24ff","24102","sbn5","fr","","Noyauteurs, mouleurs de fonderie"
"e2ab903c-01c5-4a95-aca9-d8f851841efd","24102","sbn5","it","","Formatori e animisti"
"6362022e-99e3-46db-bfc3-d4f4c8dcfb2d","24102","sbn5","en","","Core makers, metal casting moulders"
"80bdd142-9d1b-4cf5-9f03-57e77393a687","24103","sbn5","de","","Sonstige Berufe der Metallerzeugung"
"06b27d1d-00a1-4372-9642-ca3fdc994a8f","24103","sbn5","fr","","Autres métiers de la production de métaux"
"97706bb8-540b-4a9b-9196-aedc4cc10916","24103","sbn5","it","","Altre professioni della produzione dei metalli"
"b3ee7c5c-5481-4632-bca1-9d5e0c80c491","24103","sbn5","en","","Other occupations in metal production"
"00d7766a-7605-4df6-b007-040852591413","242","sbn3","de","","Berufe der Metallbearbeitung, -verformung, -veredelung sowie -härtung"
"65664993-70c6-4360-8d95-29b800d67123","242","sbn3","fr","","Professions de la seconde transformation, du traitement et du revêtement des métaux"
"708057de-1878-4292-a6ed-962e92c73b97","242","sbn3","it","","Professioni relative alla lavorazione, alla trasformazione, al trattamento e al rivestimento dei metalli"
"254c553b-8e30-4496-aa8f-36d23ce76bec","242","sbn3","en","","Metal working, forming, refining and hardening occupations"
"4e365d12-f9d1-4624-ba98-f8f3db6fb54f","24201","sbn5","de","","Berufe der spanlosen Metallverformung"
"f0087852-e104-4397-ba0c-b0bf1b0f2b9b","24201","sbn5","fr","","Professions de la seconde transformation des métaux sans enlèvement de copeaux"
"96b4cf3e-98d2-4d8c-9eed-cf41019f9134","24201","sbn5","it","","Professioni della trasformazione dei metalli senza asportazione di trucioli"
"1e67c4b5-fc3f-4198-8dbb-ccf00c7ed6f9","24201","sbn5","en","","Non-cutting metal forming occupations"
"9e0534d6-7977-4aa4-8655-13077728a3fd","24202","sbn5","de","","Berufe der metallischen Oberflächenveredelung"
"e6abffe9-ee28-42b9-9922-3208024a7ec1","24202","sbn5","fr","","Galvaniseurs et professions de l'affinage de surfaces métalliques"
"7ad95120-7da1-4522-bb4e-0baf9c393982","24202","sbn5","it","","Altre professioni relative al rivestimento dei metalli"
"59222a29-6bad-4521-9258-cd0c6de88f1e","24202","sbn5","en","","Metal surface finishing occupations"
